node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::100::these measures will be describ,Action,These measures will be described in detail in the Sub-Grant Manual.,Mitigation,0.55,0.25,0.33,P_002
action::101::in general the governance and,Action,"The governance and management structure for sub-grants will include: (i) The Executive Director will be charge d with governance, policy guidance and strategic oversight of the grant system.",Mitigation,0.55,0.25,0.33,P_002
action::102::the tsg will be a database of,Action,"The TSG will be a database of high profile experts of the respective CCARDESA Thematic Areas;  A Grant Management Unit (GMU) within CCARDESA will be responsible for (a) grant system management, inclu",Mitigation,0.55,0.25,0.33,P_002
action::103::while ccardesa will be active,Action,"While CCARDESA will be active in provid ing input to regional policy dialogue around R&D issues, the SADC Secretariat retains the primary institutional mandate for overall policy dialogue within the r",Mitigation,0.55,0.25,0.33,P_002
action::104::ccardesa will work closely wit,Action,CCARDESA will work closely with SADC to analyze relevant policies and legislation relevant to the R&D agenda.,Mitigation,0.55,0.25,0.33,P_002
action::105::linkages between ccardesa and,Action,"Linkages between CCARDESA and ASARECA, CORAF and FARA have already been well established and will continue under implementation of the MTOP.",Mitigation,0.55,0.25,0.33,P_002
action::106::further work will take place i,Action,Further work will take place in the first year of implementation to fully operationalize the M&E system.,Mitigation,0.55,0.25,0.33,P_002
action::107::asareca’s experience in develo,Action,ASARECA’s experience in developing an ICT system for managing and storing M&E data from sub-program teams will be useful experience for CCARDESA.,Mitigation,0.55,0.25,0.33,P_002
action::108::the ccardesa m&e system will e,Action,The CCARDESA M&E system will encompass the M&E requirements of CCARDESA as a regional institution focused on regional R&D coordination as well as on the individual M&E requirements for each sub-projec,Mitigation,0.55,0.25,0.33,P_002
action::109::ccardesa's m&e system will als,Action,CCARDESA's M&E system will also generate,Mitigation,0.55,0.25,0.33,P_002
action::10::the sadc region’s research age,Action,"The SADC region’s research agenda will need to address a number of shared priorities —regional priority commodities such as cereals, leg umes, fruit/vegetables, livestock that demonstrate the highest ",Mitigation,0.55,0.45,0.33,P_002
action::110::ccardesa's m&e system will als,Action,"CCARDESA's M&E system will generate information and data to meet a range of information needs and reporting requirements in relation to the Executive Board, the General Assembly, donors, and stakehold",Mitigation,0.55,0.25,0.33,P_002
action::111::in the case of the latter in p,Action,"In the case of the latter in particular, the CCARDESA M&E system will be linked to other M&E systems that either have been or are being developed to address elements of CAADP Pillar IV.",Mitigation,0.55,0.25,0.33,P_002
"action::112::in line with the above, the m&",Action,"In line with the above, the M&E system will define the data collection process requirements, including reporting requirements (format, frequency and distribution) , in order to collect relevant inform",Mitigation,0.55,0.25,0.33,P_002
action::113::the m&e system will 22 identif,Action,The M&E System will identify a learning processes need t o be managed at national level and will serve as an important tool to provide information that will guide national programs.,Mitigation,0.55,0.25,0.33,P_002
action::114::data will be disaggregated in,Action,Data will be disaggregated in terms of gender wherever possible.,Mitigation,0.55,0.45,0.33,P_002
action::115::baseline studies will also be,Action,"Baseline studies will also be required for all sub -projects so as to (i) assess the situation prevailing prior to the implementation of a sub -project, and (ii) form the basis for M&E and impact asse",Mitigation,0.55,0.25,0.33,P_002
action::116::depending on the nature of the,Action,"Depending on the nature of the sub -project, baseline studies will include all quantitative and quali",Mitigation,0.55,0.25,0.33,P_002
action::117::depending on the nature of the,Action,"Depending on the nature of the sub -project, baseline studies will include all quantitative and qualitative variables that can be tracked and monitored as the sub -project progresses and that can be u",Mitigation,0.55,0.25,0.33,P_002
