node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::100::the estimated c ost of this su,Action,"The estimated c ost of this sub -component is US$58.6 million, including physical and price contingencies, of wh ich the Bank will provide US$46.9 million and the Borrower will provide US$11.7 million",Mitigation,0.55,0.25,0.33,P_017
action::101::the swedish international deve,Action,"The Swedish International Development Agency (SI DA) is considering providing US$7-8 million of parallel financing to this sub -component, subject to finalizing the Administration Agreement between SI",Mitigation,0.55,0.25,0.33,P_017
action::102::to encourage private sector in,Action,"To encourage private sector investmen ts, this component will support, on a pilot basis, a selected number of domestic and international private sector entities , which show interest and have the capa",Mitigation,0.55,0.25,0.33,P_017
"action::103::t o do so, the component will",Action,"T o do so, the component will provide the public infrastructure needed to make their investments viable (e.g.",Mitigation,0.55,0.25,0.33,P_017
action::104::the entities would be screened,Action,"The entities would be screened by a selection committee and environmental, economic and governance conditions will need to be met.",Mitigation,0.55,0.25,0.33,P_017
action::105::the estimated cost of this sub,Action,"The estimated cost of this sub -component is US$12.5 million, including physical and price contingencies, of which the Bank will provide US$10 million and the Borrower will provide US$2.5 million in c",Mitigation,0.55,0.25,0.33,P_017
action::106::when presenting an investment,Action,"When presenting an Investment Subproject Fin ancing to the Bank for approval, the MDF shall furnish to the Bank an I nvestment SAR , in form satisfactory to the Bank, which includes: (i) the descripti",Mitigation,0.55,0.45,0.33,P_017
"action::107::p, as the case may be, in form",Action,"P, as the case may be, in form and substance satisfactory to the Bank; (iii) technical, financial and economic analysis of the proposed Investment Subproject; and (iv) the proposed terms and condition",Mitigation,0.55,0.45,0.33,P_017
action::108::expected results  a sustainab,Action,"Expected Results  A sustainable organization for the Kakheti region that will support the tourism industry in terms of marketing the various attractions, developing the activities and providing quali",Mitigation,0.55,0.75,0.33,P_017
action::109::expected results:  a function,Action,"Expected Results:  A functioning, financially -sustainable online marketing site that raises awareness of the region‘s tourism assets to potential domestic and international markets;  A set of activ",Mitigation,0.55,0.75,0.33,P_017
action::10::it includes an analysis of the,Action,It includes an analysis of the growth/employment impact of the proposed investments with sectoral breakdowns.5 13.,Mitigation,0.55,0.25,0.33,P_017
action::110::this will help promote and str,Action,This will help promote and strengthen tourism -related businesses and activities.,Mitigation,0.55,0.25,0.33,P_017
action::111::all efforts will be made to ma,Action,"All efforts will be made to make local communities not only contribute to local economic development, but also, and more importantly, benefit from it.",Mitigation,0.55,0.25,0.33,P_017
action::112::the government would learn wha,Action,The Government would learn what tourism-related enterprises spend on local goods and services in order to measure the indirect/induced impacts of the tourism,Mitigation,0.55,0.25,0.33,P_017
