node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
"action::100::therefore, the proposed projec",Action,"Therefore, the proposed project plays a key role in piloting the implementation of the national program and provides the basis for scale-up and future reforms in the area of youth emplo yment and entr",Mitigation,0.55,0.25,0.33,P_025
"action::101::moreover, as a key element of",Action,"Moreover, as a key element of the National Youth Strategy and Action Plan, the project’s results and lessons learned directly inform the national policy dialogue on promoting economic opportunities fo",Mitigation,0.55,0.25,0.33,P_025
action::102::the project will set up the in,Action,The project will set up the institutional architecture and i mplementation structure for a national program beyond the project duration.,Mitigation,0.55,0.25,0.33,P_025
"action::103::in particular, the project wil",Action,"In particular, the project will establish a systematic approach for the provision of non -financial services to disadvant aged youth that is currently inexistent.",Mitigation,0.55,0.25,0.33,P_025
action::104::the project’s strong emphasis,Action,The project’s strong emphasis on institutional capacity building will further enhance its sustainability.,Mitigation,0.55,0.25,0.33,P_025
"action::105::through component two, the pro",Action,"Through Component two, the project will equip local implementing NGOs with the project management and implementation capacities needed to provide quality support services to disadvantaged youth over t",Mitigation,0.55,0.25,0.33,P_025
"action::106::in addition, capacity building",Action,"In addition, capacity building of MYS and other public officials at the central and provincial level on planning, 14 delivery, and monitoring of youth entrepreneurship programming will provide the nec",Mitigation,0.55,0.25,0.33,P_025
"action::107::specifically, it is expected t",Action,"Specifically, it is expected that the cost per beneficiary will fall below US$800 after the pilot phase.",Mitigation,0.55,0.75,0.33,P_025
action::108::key risks and mitigation measu,Action,KEY RISKS AND MITIGATION MEASURES A.,Mitigation,0.55,0.25,0.33,P_025
action::109::the overall project risks are,Action,The overall project risks are rated moderate and mitigation measures are in place.,Mitigation,0.6,0.25,0.66,P_025
"action::10::hence, the proposed project se",Action,"Hence, the proposed project seeks to address the urgent need of providing job opportunities for disadvantaged youth while also informing future reforms of publicly provided community -based serv ices ",Mitigation,0.55,0.25,0.33,P_025
action::110::although a comprehensive ex -a,Action,"Although a comprehensive ex -ante analysis of micro entrepreneurs who will be supported is not possible, the overall cost associated 16 with the training and post-creation support of youth will requir",Mitigation,0.55,0.45,0.33,P_025
action::111::using scale effects during the,Action,"Using scale effects during the outreach, screening and training activities for reaching 5,000 beneficiaries, the individual cost will average around US$800 per beneficiary, of which over two thirds wi",Mitigation,0.55,0.25,0.33,P_025
action::112::given institutional learning a,Action,"Given institutional learning and improved capacity, the cost per beneficiary will be higher in the first year and decrease afterwards.",Mitigation,0.55,0.25,0.33,P_025
"action::113::for the ex -post analysis, eco",Action,"For the ex -post analysis, economic and financial cost -benefit of the traini ng and coaching activities will form part of the mon itoring and evaluation framework .",Mitigation,0.55,0.25,0.33,P_025
action::114::this will largely build on exi,Action,"This will largely build on existing approaches from business trainings and especially the education sector (see for example Jimenez and Patrinos, 2008).",Mitigation,0.55,0.25,0.33,P_025
action::115::17 rates-of-return will be cal,Action,17 Rates-of-Return will be calculated in terms of income change of othe rwise under - and unemployed youth who benefit from the improved service delivery.,Mitigation,0.55,0.25,0.33,P_025
action::116::the required data will be coll,Action,"The required data will be collected through a baseline and additional monitoring data, which will help to reduce the complexity of measuring the costs and especially benefits of the capacity training.",Mitigation,0.55,0.25,0.33,P_025
action::117::for the economic analysis the,Action,For the economic analysis the impact evaluation will be useful as it provides insights into increases of income and other economic benefits among participating entrepreneurs compared to non -participa,Mitigation,0.55,0.25,0.33,P_025
action::118::the proposed technical assista,Action,"The proposed technical assistance project is therefore to a large extent a learning project that seeks to generate further knowledge in this 17 Jimenez, Emmanuel & Patrinos, Harry Anthony, 2008.",Mitigation,0.55,0.25,0.33,P_025
action::119::the assessment concluded that,Action,"The assessment concluded that the MYS, strengthened by the suggested arrangement of the PMU, will have sufficient capacity to manage project financial matters and administer grant funds .",Mitigation,0.55,0.25,0.33,P_025
action::11::the proposed project fosters i,Action,The proposed project fosters inclusive development and job creation for underserved youth in Morocco – in line with one of the key pillars of the Transition Fund .,Mitigation,0.55,0.25,0.33,P_025
action::120::the main responsibilities will,Action,"The main responsibilities will include Project budgeting, treasury, general accounting and reporting.",Mitigation,0.55,0.25,0.33,P_025
action::121::disbursement will be ha ndled,Action,Disbursement will be ha ndled through the PMU at the Ministry of Youth and Sports following established procedures.,Mitigation,0.55,0.25,0.33,P_025
action::122::interim unaudited financial re,Action,"Interim unaudited financial report s, which will cover all the acti",Mitigation,0.55,0.25,0.33,P_025
action::123::interim unaudited financial re,Action,"Interim unaudited financial report s, which will cover all the activities and sources of funds of the project, will be prepared biannually by the PMU and transmitte d to the World Bank 45 days after t",Mitigation,0.55,0.25,0.33,P_025
action::124::financial flow of funds will c,Action,Financial flow of funds will come from the grant funds of the Bank .,Mitigation,0.55,0.25,0.33,P_025
action::125::flow of funds between the worl,Action,Flow of funds between the World Bank and the MYS will be organized according to the disbursement procedures of the Bank.,Mitigation,0.55,0.25,0.33,P_025
action::126::procurement for the proposed p,Action,Procurement for the proposed project would be carried out in accordance with the World Bank’s “Guidelines: Procurement under IBRD Loans and IDA Credits” dated January 2011 and the provisions stipulate,Mitigation,0.55,0.25,0.33,P_025
action::127::the department of budget and 1,Action,"The Department of Budget and 18 Equipment (“Direction du Budget et de l’Equipement ”, DBE) which is in charge of procurement for the MYS will have the overall responsibility for all procurement under ",Mitigation,0.55,0.25,0.33,P_025
action::128::by empowering disadvantaged gr,Action,"By empowering disadvantaged groups to create self-employment opportunities, the project will have significant social benefits on social inclusion, social cohesion, and income generation.",Mitigation,0.65,0.25,1.0,P_025
"action::129::moreover, the project will ado",Action,"Moreover, the project will adop",Mitigation,0.55,0.25,0.33,P_025
action::12::since job creation for young p,Action,"Since job creation for young people is an essential building block to achiev e inclusive, sustainable growth, the project will pioneer an innovative approach to provide low-skilled youth with first ti",Mitigation,0.55,0.25,0.33,P_025
"action::130::moreover, the project will ado",Action,"Moreover, the project will adopt specific measures to overcome gender -specific constraints to employment and entrepreneurship, thus contributing to reduce the stark female disadvantage in the labor m",Mitigation,0.55,0.25,0.33,P_025
action::131::these results are at project l,Action,These results are at Project Level Project Development Objective Indicators Cumulative Target Values Data Source/ Responsibility for Indicator Name Core Unit of Measure Baseline FY14 FY15 FY16 FY17 En,Mitigation,0.55,0.25,0.33,P_025
action::132::icator name core unit of measu,Action,icator Name Core Unit of Measure Baseline FY14 FY15 FY16 FY17 End Target Frequency Methodolog y Data Collection Direct project beneficiaries Number 0.00 1000.00 3000.00 5000.00 5000.00 5000.00 Quarter,Mitigation,0.55,0.25,0.33,P_025
action::133::21 direct project beneficiarie,Action,21 Direct project beneficiaries who successfully complete entrepreneurship training Number 0.00 1000.00 3000.00 900.00 2700.00 4500.00 Quarterly Managemen t Information System Project Implementation U,Mitigation,0.55,0.25,0.33,P_025
action::134::the proposed project will adop,Action,The proposed project will adopt a locally -based approach to provide non -financial support services to young informal sector workers and other disadvantaged youth along the life - cycle of a micro -e,Mitigation,0.55,0.25,0.33,P_025
action::135::the project will foster local,Action,The project will foster local public -private-NGO-partnerships that can provide an integrated support model for youth self -employment at the local level.,Mitigation,0.55,0.25,0.33,P_025
"action::136::specifically, the project will",Action,"Specifically, the project will bring together local civil society champ",Mitigation,0.55,0.25,0.33,P_025
"action::137::specifically, the project will",Action,"Specifically, the project will bring together local civil society champions (NGOs and CBOs) with the relevant public sector institutions that have a strong local presence, s uch as the Ministry of You",Mitigation,0.55,0.25,0.33,P_025
action::138::these services will be calibra,Action,These services will be calibrated t o fit the heterogeneous needs of youth at the local level.,Mitigation,0.55,0.25,0.33,P_025
action::139::the proposed project will adop,Action,The proposed project will adopt a market -driven approach.,Mitigation,0.55,0.25,0.33,P_025
action::13::by unlocking barriers to entre,Action,"By unlocking barriers to entrepreneurship, the project will contribute to employment generation and higher incomes, while also promoting y",Mitigation,0.55,0.25,0.33,P_025
action::140::private sector providers will,Action,Private sector providers will carry out local /regional market,Mitigation,0.55,0.25,0.33,P_025
action::141::private sector providers will,Action,"Private sector providers will carry out local /regional market assessments to identify the key sector s offering promising livelihood opportunities, the constraints of existing businesses and trades, ",Mitigation,0.55,0.25,0.33,P_025
action::142::the local market assessments w,Action,"The local market assessments will build on existing regional market analysis carried out by Regional Investment Centers, sectoral ministries (e.g.",Mitigation,0.55,0.25,0.33,P_025
action::143::in parallel to the market asse,Action,"In parallel to the market assessment , a rapid local community appraisal will help identify local youth needs , young people’s education and labor market status, and existing community -based institut",Mitigation,0.55,0.25,0.33,P_025
action::144::together with the market asses,Action,"Together with the market assessments, the community appraisals will allow program partners to best cater their efforts toward appropriate business creation for youth and create a viable platform for t",Mitigation,0.55,0.25,0.33,P_025
"action::145::finally, such appraisals will",Action,"Finally, such appraisals will help identify prospective implementing partners as well as key stakeholders who can join 26 regional advisory committees ( RACs) in each target community (see Annex 3 -Im",Mitigation,0.55,0.25,0.33,P_025
action::146::the project will offer a combi,Action,he project will offer a combination of skills needed to start and grow a business .,Mitigation,0.55,0.25,0.33,P_025
action::147::an initial course covering a b,Action,An initial course covering a basic set of skills will be offered to all participants by local implementing organizations (e.g.,Mitigation,0.55,0.25,0.33,P_025
action::148::more intensive training will b,Action,More intensive training will be available to those who are selected to pursue financing and receive follow -up assistance.,Mitigation,0.55,0.25,0.33,P_025
action::149::the training activities will b,Action,The training activities will be offered with flexible schedules (e.g.,Mitigation,0.55,0.25,0.33,P_025
action::14::by unlocking barriers to entre,Action,"By unlocking barriers to entrepreneurship, the project will contribute to employment generation and higher incomes, while also promoting young people’s self-confidence and greater trust in institution",Mitigation,0.55,0.25,0.33,P_025
action::150::key skill enhancement areas wh,Action,Key skill enhancement areas which will be covered will include:  Financial Literacy: Basic financial education is essential to help targe ted youth deal with their financial responsibilities in order,Mitigation,0.55,0.25,0.33,P_025
"action::151::in particular, this will inclu",Action,"In particular, this will include content on how to manage money and the use of financial services, su ch as savings and credit, using experiential learning techniques.",Mitigation,0.55,0.25,0.33,P_025
action::152:: business skills: the program,Action, Business skills: The program will also offer targeted entrepren eurship skills needed to successfully manage a micro -enterprise.,Mitigation,0.55,0.25,0.33,P_025
action::153::the entrepreneurship training,Action,The entrepreneurship training will be adapted specifically for use with underserved and less -educated youth.,Mitigation,0.55,0.25,0.33,P_025
action::154::the curriculum will include un,Action,"The curriculum will include units on participatory market research, determining fi nancial risks and goals, business planning, basic budgeting, and sales and marketing.",Mitigation,0.55,0.25,0.33,P_025
action::155::the curriculum seeks to utiliz,Action,"The curriculum seeks to utilize an interactive and hands -on approach to instruction that will reinforce learning concepts taught by a teacher in a classroom, i.e.",Mitigation,0.55,0.25,0.33,P_025
