src,dst,edge_type,weight,confidence,evidence_id,project_id,time
project::P_021,action::100::the pmu will be responsible fo,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::100::the pmu will be responsible fo,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::101::the mid -term evaluation will,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::101::the mid -term evaluation will,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::102::the mid -term evaluation will,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::102::the mid -term evaluation will,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::102::the mid -term evaluation will,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::103::the end-of-project evaluation,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::103::the end-of-project evaluation,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::104::the end -of-project evaluation,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::104::the end -of-project evaluation,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::105::specifically, the project is d",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::106::specifically, the project is d",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::107::this also includes piloting th,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::108::the project also promotes loca,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::109::he creation of jobs and divers,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::10::shoreline erosion will affect,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::110::it will also strengthen t he a,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::111::key risks and mitigation measu,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::112::regarding social safeguards, n",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::113::any activity involving land wi,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::113::any activity involving land wi,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::113::any activity involving land wi,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::113::any activity involving land wi,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::114::the project will not involve i,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::114::the project will not involve i,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::114::the project will not involve i,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::114::the project will not involve i,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::115::identified risks are manageabl,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::116::the us$5.18 million gef grant,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::117::while about 80 percent of the,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::118::while about 80 percent of the,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::119::identification of these is bas,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::11::this prediction is supported b,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::120::however, the project takes a p",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::121::the main responsibilities will,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::122::disbursement will be handled t,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::123::interim unaudited financial re,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::124::the de will ensure that interi,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::125::financial flow of funds will c,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::126::f inancial f lows between the,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::127::the department of the environm,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::128::a dedicated pmu will be set up,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::129::22 the relevant sub -units and,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::12::4 the development of new, and",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::130::at the decentralized level, th",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::131::to help better mitigate the ri,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::132::op/bp 4.12 on involuntary rese,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::133::th e esia identifies the impac,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::134::a public consultation plan wil,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::135::in addition, the feasibility s",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::136::social and environmental impac,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::137::special attention will be give,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::138::and their newly formed coopera,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::139::the project will involve a ser,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::139::the project will involve a ser,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::13::the project will contribute to,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::140::for example, it will promote a",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::140::for example, it will promote a",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::141::the project will also target i,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::142::the trainings developed under,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::143::the department of the environm,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::144::because the de does not have p,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::144::because the de does not have p,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::145::erience with the world bank so,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::146::to compensate for implementati,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::146::to compensate for implementati,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::147::in addition, the grant will fi",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,"action::147::in addition, the grant will fi",ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::148::a public consultation plan wil,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::149::this plan will be made availab,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::14::the project will focus on the,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::150::the site -specific esia and si,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::150::the site -specific esia and si,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::151::these site - specific esia/esm,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::151::these site - specific esia/esm,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::152::to account all applicable envi,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::153::the objective of the esia is t,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::153::the objective of the esia is t,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::154::its results reveal that many o,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::155::its results reveal that many o,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
project::P_021,action::155::its results reveal that many o,ASSOCIATED_WITH,1.0,0.65,,P_021,2012-06
project::P_021,action::156::as part of the project’s activ,ASSOCIATED_WITH,1.0,0.55,,P_021,2012-06
