node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::100::the pmu will be responsible fo,Action,"The PMU will be responsible for contracting independent consultants to conduct the mid - term and end-of-project evaluations, including updated surveys of socioeconomic conditions and fisheries and ag",Mitigation,0.55,0.25,0.33,P_021
action::101::the mid -term evaluation will,Action,"The mid-term evaluation will assess the operational aspects of the project, namely progress in the completion of activities and the achievement of the PDO.",Mitigation,0.55,0.25,0.33,P_021
action::102::the mid -term evaluation will,Action,"The mid -term evaluation will also include recommendations for corrective measures, if needed, for project implementation to remain on track.",Mitigation,0.55,0.25,0.33,P_021
action::103::the end-of-project evaluation,Action,"The end-of-project evaluation will have the same scope as the mid-term review but will focus particularly on project outcomes and results at the local, regional, and national level.",Mitigation,0.55,0.25,0.33,P_021
action::104::the end -of-project evaluation,Action,"The end -of- project evaluation will also provide recommendations in terms of M&E and replication of be st practices, especially for the sustainable management of coastal resources and the preservatio",Mitigation,0.55,0.25,0.33,P_021
"action::105::specifically, the project is d",Action,"Specifically, the Project is designed to integrate and coordinate the actions of various government agencies w",Mitigation,0.55,0.25,0.33,P_021
"action::106::specifically, the project is d",Action,"Specifically, the Project is designed to integrate and coordinate the actions of various government agencies with mandates to manage different sectors in the coast.",Mitigation,0.55,0.25,0.33,P_021
action::107::this also includes piloting th,Action,"This also includes piloting the application of the draft IC ZM bill once it becomes law, and direct involvement of the project in the government long -term program s and strategies – National Sanitati",Mitigation,0.55,0.25,0.33,P_021
action::108::the project also promotes loca,Action,"The Project also promotes locally based development planning , which places special emphasis on local stakeholders; (c) The Project will institutionalize the ICZM approach that incorporates climate ch",Mitigation,0.55,0.25,0.33,P_021
action::109::he creation of jobs and divers,Action,"he creation of jobs and diversify the local economy because it focuses on environmentally and socially sustainable economic development and co-management of fisheries, agriculture and tourism resource",Mitigation,0.55,0.25,0.33,P_021
action::10::shoreline erosion will affect,Action,"Shoreline erosion will affect 50% and 70% of the total (coastal) area in 2050 and 2100, respectively…” (Snoussi et al., 2007).",Mitigation,0.55,0.25,0.33,P_021
action::110::it will also strengthen t he a,Action,It will also strengthen t he ability of local communities to adapt to the impacts of climate change and climate variability.,Mitigation,0.55,0.25,0.33,P_021
action::111::key risks and mitigation measu,Action,KEY RISKS AND MITIGATION MEASURES A.,Mitigation,0.55,0.25,0.33,P_021
"action::112::regarding social safeguards, n",Action,"Regarding social safeguards, no activity involving involuntary resettlement will be financed under this project.",Mitigation,0.55,0.25,0.33,P_021
action::113::any activity involving land wi,Action,Any activity involving lands will only be carried out on public lands from which resettlement is not required or on private lands where voluntary participation of the landholder is documented in writi,Mitigation,0.55,0.25,0.33,P_021
action::114::the project will not involve i,Action,The project will not involve involuntary land taking resulting in relocation or loss of shelter; loss of assets or access to assets; or loss of income sources or means of livelihood (whether or not th,Mitigation,0.55,0.25,0.33,P_021
action::115::identified risks are manageabl,Action,Identified risks are manageable and mitigation measures have been planned.,Mitigation,0.55,0.25,0.33,P_021
action::116::the us$5.18 million gef grant,Action,The US$5.18 million GEF grant will strengthen the capacity of relevant stak eholders to incorporate ICZM methodology and climate change adaptation in to local development planning in the eastern Medit,Mitigation,0.55,0.25,0.33,P_021
action::117::while about 80 percent of the,Action,While about 80 percent of the grant will be used to test win-win approaches to improve,Mitigation,0.55,0.25,0.33,P_021
action::118::while about 80 percent of the,Action,While about 80 percent of the grant will be used to test win-win approaches to improve the quality of life of coastal communities through environmentally and socially sustainable use of natural resour,Mitigation,0.55,0.25,0.33,P_021
action::119::identification of these is bas,Action,"Identification of these is based on : i) national priority needs a nd on- going and previous work undertaken by the Government of Morocco and its donors , including the draft ICZM bill and the coastal",Mitigation,0.55,0.25,0.33,P_021
action::11::this prediction is supported b,Action,"This prediction is supported by a recent World Bank study on the adaptation of fisheries to 1 Projet SMAP III Plan d’Action pour la cote de Nador (Février 2009, page 11).",Mitigation,0.55,0.25,0.33,P_021
"action::120::however, the project takes a p",Action,"However, the Project takes a precautionar y approach and requires preliminary studies before actual field trials are allowed to begin; (c) Agriculture and diversification through environmentally and s",Mitigation,0.55,0.25,0.33,P_021
action::121::the main responsibilities will,Action,"The main responsibilities will include Project budgeting, treasury, general accounting and reporting.",Mitigation,0.55,0.25,0.33,P_021
action::122::disbursement will be handled t,Action,Disbursement will be handled through the M EF following established procedures.,Mitigation,0.55,0.25,0.33,P_021
action::123::interim unaudited financial re,Action,"Interim unaudited financial report, which will cover all the activities and sources of funds of the project, will be prepared biannually by the DE and transmitted to the World Bank 45 days after the e",Mitigation,0.55,0.25,0.33,P_021
action::124::the de will ensure that interi,Action,"The DE will ensure that interim unaudited financial reports for the Project are prepared and furnished to the World Bank no later than forty five (45) days after the end of each cale ndar semester, co",Mitigation,0.55,0.25,0.33,P_021
action::125::financial flow of funds will c,Action,Financial flow of funds will come from the grant funds of the Bank.,Mitigation,0.55,0.25,0.33,P_021
action::126::f inancial f lows between the,Action,F inancial f lows between the World Bank and the DE will be organized according to the disbursement procedures of the Bank.,Mitigation,0.55,0.25,0.33,P_021
action::127::the department of the environm,Action,The Department of the Environment (DE) will be in charge of the Project procurement.,Mitigation,0.55,0.25,0.33,P_021
action::128::a dedicated pmu will be set up,Action,A dedicated PMU will be set up for the implementation of the Project.,Mitigation,0.55,0.25,0.33,P_021
action::129::22 the relevant sub -units and,Action,"22 The relevant sub -units and entities under the Ministry of Agriculture and Maritime Fisheries, HCWFFAD and MT will be involved in the project.",Mitigation,0.55,0.25,0.33,P_021
"action::12::4 the development of new, and",Action,"4 The development of new, and maintenance of e xisting urban and rural infrastructures, identification of long term sustainable land uses, and sit ting of tourist infrastructures all must recognize th",Mitigation,0.55,0.25,0.33,P_021
"action::130::at the decentralized level, th",Action,"At the decentralized level, the provincial directorate of the DE will also be involved in implementation of the Project , in relation with local communities and beneficiaries.",Mitigation,0.55,0.25,0.33,P_021
action::131::to help better mitigate the ri,Action,"To help better mitigate the risk and facilitate project implementation , the following measures are recommended: (i) organization of training workshop (s) for DE and staff f rom all other entities inv",Mitigation,0.55,0.25,0.33,P_021
action::132::op/bp 4.12 on involuntary rese,Action,OP/BP 4.12 on Involuntary Resettlement will not be triggered by the project as activities involving involuntary resettlement will not be financed under this project.,Mitigation,0.55,0.25,0.33,P_021
action::133::th e esia identifies the impac,Action,Th e ESIA identifies the impacts and mitigation measures related to social impacts.,Mitigation,0.55,0.25,0.33,P_021
action::134::a public consultation plan wil,Action,"A public consultation plan will have to be devised at the early stages of implementation , in line with the World Bank requirements on consultations and to make sure that all involved stakeholders are",Mitigation,0.55,0.25,0.33,P_021
"action::135::in addition, the feasibility s",Action,"In addition, the feasibility studies that are required will further assess the risks related to this issue and provide specific measures to mitigate any negative social impacts.",Mitigation,0.55,0.25,0.33,P_021
action::136::social and environmental impac,Action,Social and environmental impact assessments sections will also be included in the feasibility studies for the deployment of the artificial reef and two aquaculture facilities.,Mitigation,0.55,0.25,0.33,P_021
action::137::special attention will be give,Action,Special attention will be given to the fact that the fisherm en and their newly formed cooperative will have to manage the reef and related fishing activities to ensure their livelihood.,Mitigation,0.55,0.25,0.33,P_021
action::138::and their newly formed coopera,Action,and their newly formed cooperative will have to manage the reef and related fishing activities to ensure their livelihood.,Mitigation,0.55,0.25,0.33,P_021
action::139::the project will involve a ser,Action,The project will involve a series of revenue-generating activities under component 2.3 that will specially address the needs of vulnerable groups.,Mitigation,0.55,0.25,0.33,P_021
action::13::the project will contribute to,Action,The Project will contribute to the Trans -boundary Action Plan and the Strategic Action Programs within the Sustainable MED program by strengthening the resilience of coastal communities to the impact,Mitigation,0.55,0.25,0.33,P_021
"action::140::for example, it will promote a",Action,"For example, it will promote apiculture activities by supplying local women with full hives, training them in modern beekeeping and marketing techniques and teaching them how to organize within associ",Mitigation,0.55,0.25,0.33,P_021
action::141::the project will also target i,Action,"The Project will also target its activities to vulnerable groups (such as poor people, women, elderly, and children) in its subcomponent on restoration of degraded soils through planting of fruit tree",Mitigation,0.55,0.25,0.33,P_021
action::142::the trainings developed under,Action,"The trainings developed under the Component 1 will also focus on raising awareness on how climate change might impact coastal zones, particularly on potential loss of agricultural land, threats to hum",Mitigation,0.55,0.45,0.33,P_021
action::143::the department of the environm,Action,The Department of the Environment (DE) will be responsible for the implementation and monitoring of environmental and social safeguards aspects of th e Project.,Mitigation,0.55,0.25,0.33,P_021
action::144::because the de does not have p,Action,"Because the DE does not have prior experience with the World Bank social and environmental standards or consultation and disclosure requirements, some reinforcement of capacity will be required.",Mitigation,0.55,0.25,0.33,P_021
action::145::erience with the world bank so,Action,"erience with the World Bank social and environmental standards or consultation and disclosure requirements, some reinforcement of capa city will be required.",Mitigation,0.55,0.25,0.33,P_021
action::146::to compensate for implementati,Action,"To compensate for implementation capacity risk, the Grant will finance a portion of the cost of a Program Coordinator, a consultant and member of the PMU among whose responsibilities will be the imple",Mitigation,0.55,0.25,0.33,P_021
"action::147::in addition, the grant will fi",Action,"In addition, the Grant will finance a member of the PMU, whose responsibility will encompass implementing the M&E system for the project, including such aspects of M&E pertaining to safeguards and the",Mitigation,0.55,0.25,0.33,P_021
action::148::a public consultation plan wil,Action,A public consultation plan will have to be devised as part of the implementation to make sure that all involved stakeholders are consulted and vulnerable groups are given fair access to express their ,Mitigation,0.55,0.25,0.33,P_021
action::149::this plan will be made availab,Action,This plan will be made available to the Bank no later than six months after the Effective Date of the Project.,Mitigation,0.55,0.25,0.33,P_021
action::14::the project will focus on the,Action,"The project will focus on the Mediterranean coast to ""enhance and accelerate the implementation of trans -boundary pollution reduction, improved water resources management, and biodiversity conservati",Mitigation,0.55,0.25,0.33,P_021
action::150::the site -specific esia and si,Action,The Site -Specific ESIA and Site -Specific ESMPs required for the activities under Component 2.2 will be prepared using the same methodology as the Project ESIA and ESMP.,Mitigation,0.55,0.25,0.33,P_021
action::151::these site - specific esia/esm,Action,These Site - Specific ESIA/ESMPs will: 47 (a) Take into account all a pplicable environmental and social safeguard policies of the World Bank; (b) Ensure that the activity in question will not cause i,Mitigation,0.55,0.25,0.33,P_021
action::152::to account all applicable envi,Action,to account all applicable environmental and social safeguard policies of the World Bank; 24 (b) Ensure that the activity i n question will not cause involuntary displacement of persons or any new rest,Mitigation,0.55,0.25,0.33,P_021
action::153::the objective of the esia is t,Action,"The objective of the ESIA is to assess the expected positive and negative impacts that the project will have on environment and on society in the affected areas, and to propose an environmental and so",Mitigation,0.55,0.75,0.33,P_021
action::154::its results reveal that many o,Action,"Its results reveal that many of the expected environmental impacts will be positive, as described above, and that t",Mitigation,0.55,0.75,0.33,P_021
action::155::its results reveal that many o,Action,"Its results reveal that many of the expected environmental impacts will be positive, as described above, and that the project wi ll not create significant or irreversible negative impacts on the envir",Mitigation,0.65,0.75,1.0,P_021
action::156::as part of the project’s activ,Action,"As part of the project’s activities, feasibility studies will be conducted for the eventual establishment of one artificial reef, one seaweed farming facility, and one aquaculture (shell fish farming)",Mitigation,0.55,0.25,0.33,P_021
action::157::these feasibility studies will,Action,"These feasibility studies will contain environmental assessments in accordance with applicable Moroccan law, but will also be required to comply with the requirements of the ICZM project’s ESIA/ESMP.",Mitigation,0.55,0.25,0.33,P_021
action::158::the esmp (chapter 6 of the esi,Action,The ESMP (Chapter 6 of the ESIA) will be incorporated into the Project O perations Manual and will guide the day-to-day implementation of the project.,Mitigation,0.55,0.25,0.33,P_021
action::159::the department of the environm,Action,"The Department of the Environment (DE) within the Ministry of Energy, Min es, Water and the Environment (MEMWE) will be responsible with implementing and monitoring compliance of both environmental an",Mitigation,0.55,0.25,0.33,P_021
action::15::implementation of trans -bound,Action,"implementation of trans -boundary pollution reduction, improved water resources management, and biodiversity conservation measures in priority hotspots and sensitive areas of selected countries of the",Mitigation,0.55,0.25,0.33,P_021
action::160::op/bp 4.04 on natural habitats,Action,"OP/BP 4.04 on Natural Habitats is also triggered, due to the fact that work will be undertaken to enhance biodiversity protection and co -management regimes that will include at least one Ramsar wetla",Mitigation,0.55,0.25,0.33,P_021
"action::161::however, the activities in que",Action,"However, the activities in question are designed to conserve these ecosystems, and no significant conversion or degradation of critical natural habitats will occur , quite the contrary.",Mitigation,0.65,0.25,1.0,P_021
action::162::as noted in the preceding sect,Action,"As noted in the preceding section, all Site -Specific ESIAs and Site -Specific ESMPs prepared for Project activities under Component 2.2 will be required to take all environmental (and social) safegua",Mitigation,0.55,0.25,0.33,P_021
action::163::no other safeguard policies ar,Action,"No other safeguard policies are expected to be triggered by the project, considering also that Morocco has adequate environmental le gislation, institutional capacity, and mechanisms to deal with envi",Mitigation,0.55,0.75,0.33,P_021
action::164::pdo level results indicators*,Action,PDO Level Results Indicators* Core Unit of Measure Baseline Cumulative Target Values** Frequency Data Source/ Methodology Responsibility for Data Collection Description (indicator definition etc.) Yr ,Mitigation,0.55,0.25,0.33,P_021
action::165::(c) training of trainers in ic,Action,"(c) Training of trainers in ICZM principles Number of educators trained 0 10 30 50 70 90 Semester reports, Mid-term review Reports by PMU PMU Training of trainers is based on the use of materials deve",Mitigation,0.55,0.25,0.33,P_021
action::166::(a) restoration of degraded ar,Action,"(a) Restoration of degraded areas through soil and water conservation (SWC) measures Number of hectares receiving SWC measures 0 0 50 150 400 500 Semester reports, Mid-term review ADA ADA 2.3.",Mitigation,0.55,0.25,0.33,P_021
action::167::this component will align with,Action,This component will align with the strategic ICZM bill currently under review by Parliament.,Mitigation,0.55,0.25,0.33,P_021
action::168::this component will finance co,Action,"This component will finance consultant services, training and workshops, non-consultant services, works, and goods to be used in support of the following activities: (a) Promoting awareness of , and b",Mitigation,0.55,0.25,0.33,P_021
action::169::since iczm and associated spat,Action,"Since ICZM and associated spatial planning is a locally based activity, the main audience will include members of the three provincial Specific Permanent Coastal Commissions.",Mitigation,0.55,0.25,0.33,P_021
action::16::this program includes actions,Action,"This program includes actions to support integrated coastal zone management policies and planning, in particular: i) the Development Program for the Nador Lagoon, includin g conservation of its unique",Mitigation,0.55,0.25,0.33,P_021
action::170::this community outreach will i,Action,"This community outreach will include workshops including launching and closing events, communications materials, the press, and training for trainers in primary and secondary education (teachers of ch",Mitigation,0.55,0.25,0.33,P_021
action::171::coa stal communes will first u,Action,Coa stal communes will first undertake village -level ICZM resource planning.,Mitigation,0.55,0.25,0.33,P_021
action::172::the project will finance the p,Action,"The Project will finance the provision of technical assistance to the involved communities preparing village -level resource allocation strategies under ICZM, and provincial governments to familiarize",Mitigation,0.55,0.25,0.33,P_021
action::173::(c) piloting spatial developme,Action,"(c) Piloting spatial development planning method in one of the six communes targeted in (b) above, where local residents and communal officials will work together in a two- step process to identify th",Mitigation,0.55,0.25,0.33,P_021
action::174::the first 31 step is to assess,Action,"The first 31 step is to assess land and near shore capability ,17 which will provide sou nd guidance to local residents and communal officials on what is possible.",Mitigation,0.55,0.45,0.33,P_021
action::175::the output of land capability,Action,"The output of land capability studi es will be overlays on a 1:50,000 (or better) topographic map in a computer-based Geographical Information System (GIS).",Mitigation,0.55,0.25,0.33,P_021
action::176::workshops and technical assist,Action,Workshops and technical assistance specific to spatial development planning will be financed.,Mitigation,0.55,0.25,0.33,P_021
action::177::communal deve lopment plans wi,Action,Communal deve lopment plans will be prepared and/or revised in a manner that incorporates the principles of ICZM and climate change adaptation.,Mitigation,0.55,0.25,0.33,P_021
action::178::public education material will,Action,Public education material will be prepared and distributed for use in the project area (e.g.,Mitigation,0.55,0.25,0.33,P_021
"action::179::this component, through its fo",Action,"This component, through its four sub-components, will finance consultant services, works, small works, goods, training and non-consultant services to support: (a) Sub-component 2.1: Improved conservat",Mitigation,0.55,0.25,0.33,P_021
action::17::some of these outcomes could d,Action,"Some of these outcomes could directly serve the purpose of this project, particularly the ICZM action plans that were developed for each of the four selected project sites in Nador, Driouch, and Berka",Mitigation,0.55,0.45,0.33,P_021
action::180::this sub -component will be im,Action,This sub -component will be implemented by project partners MT.,Mitigation,0.55,0.25,0.33,P_021
action::181::this will be carried out by 1),Action,"This will be carried out by 1) fixation and restoration of coastal dunes through the fixation of an area of 20 ha,",Mitigation,0.55,0.25,0.33,P_021
