node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::100::c: (i) household survey (us$1,Action,C: (i) Household Survey (US$1 million): This subcomponent will finance the one -time procurement of hardware and software for a paper -less survey53 and data collection through geo- 53 Technical assis,Mitigation,0.55,0.75,0.33,P_001
action::101::this survey for the first time,Action,"this survey for the first time, expected to be repeated twice during the project’s life, will be provided by the Bank as part of the technical support for the South Asia Regional Urbanization Study.",Mitigation,0.55,0.75,0.33,P_001
action::102::the survey will be outsourced,Action,The survey will be outsourced to private firms twice during the project’s life.,Mitigation,0.55,0.25,0.33,P_001
action::103::r esults of the survey will he,Action,"R esults of the survey will help the CSO deliver reliable data on service delivery, and enable the allocation of KM’s development budget to be more effectively responsive to demands for service delive",Mitigation,0.55,0.25,0.33,P_001
action::104::the study will examine the top,Action,"The study will examine the topography of Kabul, identify the best possible route for water discharge, review how existing struc tures have affected natural drainage, examine potential blockages with i",Mitigation,0.55,0.45,0.33,P_001
action::105::the study will prioritize and,Action,"The study will prioritize and estimate the costs of different options, to inform the preparation of detailed designs under a future study.",Mitigation,0.55,0.25,0.33,P_001
"action::106::in the selected basin , the st",Action,"In the selected basin , the study will undertake a technical survey of the existing drainage system, identify technically / socially/ culturally feasible options to solve the flooding problem, and dep",Mitigation,0.55,0.25,0.33,P_001
action::107::d: (i) salaries of contract st,Action,D: (i) Salaries of Contract Staff and incremental staff costs to Support Implementation/Design/Supervision and Project Management (US$13.5 million)54: This subcomponent will finance the costs of contr,Mitigation,0.55,0.25,0.33,P_001
action::108::the social team of kmdp will u,Action,"The social team of KMDP will undertake social mobilization of communities in settlements, community organization, development of commu nity upgrading plans, and the detailed design and supervision of ",Mitigation,0.55,0.25,0.33,P_001
action::109::d: (ii) short -term individual,Action,"D: (ii) Short -term individual consultants (US$1.5 million): This subcomponent will finance short term individual consultants for specific tasks that may be needed during implementation, e.g.",Mitigation,0.55,0.45,0.33,P_001
action::10::institutional development refo,Action,"Institutional development reforms take time, and will require sustained donor support a s well as sustained political commitment and ownership at the highest levels in KM.",Mitigation,0.55,0.25,0.33,P_001
