src,dst,edge_type,weight,confidence,evidence_id,project_id,time
project::P_012,action::100::o the recipient will promptly,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::101::f (a) the bank shall have dete,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::102::25 * maintain policies and pro,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::103::the recipient should review wi,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::103::the recipient should review wi,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::104::concerning the emc loan guaran,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::105::* no withdrawals will be made,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::106::energy savings and carbon redu,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::107::total actual energy savings an,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::108::in addition to these key proje,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::109::in addition to these key proje,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::10::high loan transaction costs fo,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::110::30 annex 2: detailed project d,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::111::although some international te,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::112::additional work program detail,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::112::additional work program detail,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::113::prior to the end of 2003, and",ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::114::the permanent service institut,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::115::training will include customiz,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::116::training will include customiz,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::117::measures of the emc associatio,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::118::qualitative performance assess,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::119::working together with the impl,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::11::the china energy conservation,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::120::during 2002 and early 2003, wo",ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::121::customized technical assistanc,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::121::customized technical assistanc,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::122::on the emc side, the emc servi",ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::123::on the emc side, the emc servi",ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::124::the association's expenditures,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::125::the primary sources of financi,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::126::development of emc service ass,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::127::the astae-dfid and gef support,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::128::increasingly over the project,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::129::the association's advanced tra,ASSOCIATED_WITH,1.0,0.65,,P_012,2002-09
project::P_012,action::12::approved by the bank's board i,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::130::t first gain a high reputation,ASSOCIATED_WITH,1.0,0.65,,P_012,2002-09
project::P_012,action::131::the share of gef-supported inc,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::132::-2 -1 0 1 2 3 4 5 6 7 project,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::133::the key functions of the pmo,",ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::134::based on, and including detail",ASSOCIATED_WITH,1.0,0.65,,P_012,2002-09
project::P_012,action::135::the pmo also will be responsib,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::136::the pmo will operate the bank,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::137::by engaging suitable expertise,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::137::by engaging suitable expertise,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::138::this transition will still req,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::139::with china's entry into the wo,ASSOCIATED_WITH,1.0,0.65,,P_012,2002-09
project::P_012,action::13::their businesses are growing r,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::140::wto entry will bring an increa,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::141::chinese banks are becoming kee,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::142::developments in these areas wi,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::143::the proposed loan guarantee pr,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::144::the guarantee program will sup,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::145::the guarantee program will pro,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::146::the guarantee program will pro,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::147::the program will be open to an,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::148::39 the guarantee program will,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::149::it is expected that one ia wil,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::14::the proposed second energy con,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::150::in order to allow proper flexi,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::151::the ia will prepare annual pla,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::152::the initial 2-3 year implement,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::153::at this point, the program exp",ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::154::if the arrangements with the i,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::155::gef support for the emc loan g,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::156::em c service loans association,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::157::gef funds of $22 million equiv,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::158::(if more than one implementati,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::159::fund resources will be place i,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::15::the proposed second energy con,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::160::the capital reserve will be se,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::161::a maximum of 50% of the total,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::162::setc's pmo will (i) ensure com,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::163::ports, audits, management perf",ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::164::world bank supervision or appr,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::165::at the end of the seven-year p,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::166::final allocations of gef proce,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::167::the financial structuring of l,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,"action::168::second, the guarantee program",ASSOCIATED_WITH,1.0,0.65,,P_012,2002-09
project::P_012,action::169::this also will add further and,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::16::project components (see annex,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::170::the incremental operating cost,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::171::the technical assistance servi,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::172::both of these efforts also pro,ASSOCIATED_WITH,1.0,0.65,,P_012,2002-09
project::P_012,"action::173::aff, which will be critical fo",ASSOCIATED_WITH,1.0,0.65,,P_012,2002-09
project::P_012,action::174::development of the emc loan gu,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::175::the proposed second project is,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::176::47 contingent finance modality,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::177::gef financing proposed for thi,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::178::as the concept has been succes,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::179::the initial gef grant to suppo,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
project::P_012,action::17::this component will support th,ASSOCIATED_WITH,1.0,0.55,,P_012,2002-09
