node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::10::3éme indicateur de résultat in,Action,3éme Indicateur de Résultat Intermédiaire: Elaboration et mise en œuvre du plan de formation pour soutenir Plan de formation pour appuyer les activités du projet 0 0 1 1 1 MdJL et ISM UGP et Consultan,Mitigation,0.55,0.25,0.33,P_022
action::11::ces papj permettront la mise e,Action,"Ces PAPJ permettront la mise en place d’une stratégie de réforme annuelle (Programme d’actions Annuel) ( PAA), adoptée par le MdJL.",Mitigation,0.55,0.25,0.33,P_022
action::12::les actions inscrites dans les,Action,"Les actions inscrites dans les projets de PAPJ seront examinées et validées par le Comité de Suivi Technique du Projet, au vu de critères déterminés dans le manuel opérationnel du projet.",Mitigation,0.55,0.25,0.33,P_022
action::13::ces critères mesureront notamm,Action,"Ces critères mesureront notamment: (i) la cohérence des actions avec les objectifs stratégiques du projet, (ii) la tentative de changements de comportement, d’organisation ou de procédures qui pourrai",Mitigation,0.55,0.25,0.33,P_022
action::14::une fois la première série d’a,Action,"Une fois la première série d’actions conçue et mise en œuvre, le M",Mitigation,0.55,0.25,0.33,P_022
action::15::une fois la première série d’a,Action,"Une fois la première série d’actions conçue et mise en œuvre, le MdJL approuvera un premier plan d'action annuel pour l'amélioration de la performance des juridictions (PAA), qui déterminera les actio",Mitigation,0.55,0.25,0.33,P_022
action::16::cette action met l'accent sur,Action,Cette action met l'accent sur la prestation des services administratifs de la juridiction et n’inclura pas de réfection majeure des salles d'audience qui ont déjà été entrepris par le MdJL dans toutes,Mitigation,0.55,0.25,0.33,P_022
action::17::consultants et de formation re,Action,"consultants et de formation requis pour développer de nouvelles applications des TIC identifiées dans le cadre du plan stratégique des TIC, notamment: a) développement d’un programme de dépôt électron",Mitigation,0.55,0.25,0.33,P_022
action::18::le mdjl a fait partie du proje,Action,"Le MdJL a fait partie du projet pilote et a élabo ré un Cadre de Dépenses à Moyen Terme (CDMT), dans lequel les ressources sont affectées à trois programmes d’actions : (i) la gestion des affaires jud",Mitigation,0.55,0.25,0.33,P_022
action::19::cer : le projet permettra de f,Action,"cer : Le projet permettra de financer les services autres que ceux de consultants, les biens, les services de consultants et la formation nécessaires pour renforcer la capacité de la planification str",Mitigation,0.55,0.25,0.33,P_022
action::1::arché ism institut supérieur d,Action,arché ISM Institut Supérieur de la Magistrature MAGG Ministère des Affaires Générales et de la Gouvernance MdJL Ministère de la Justice et des Libertés MEF Ministère de l’Économie et des Finances MENA,Mitigation,0.55,0.25,0.33,P_022
action::20::activités à financer : le proj,Action,"Activités à financer : Le projet permettra de financer les services autres que ceux de consultants, les biens, les services de consultants et la formation nécessaires pour soutenir le développement pa",Mitigation,0.55,0.25,0.33,P_022
action::2::le projet comportera trois com,Action,Le projet comportera trois composantes qui aideront le MdJL à élaborer et à mettre en œuvre des plans d’action visant à améliorer la qualité de la prestation de service des juridictions.,Mitigation,0.55,0.25,0.33,P_022
"action::3::le processus d’apprentissage,",Action,"Le processus d’apprentissage, qui aura pour cad re 10 à 12 juridictions pilotes choisies parmi les circonscriptions judiciai res de s cours d’appels de Casablanca, Kenitra et Settat sitées dans les 18",Mitigation,0.55,0.25,0.33,P_022
action::4::– développement d’une planific,Action,"– Développement d’une planification budgétaire stratégique par le biais d’une budgétisation axée sur les résultats, grâce, notamment, aux mesures suivantes : i) identification d’objectifs, d’indicateu",Mitigation,0.55,0.25,0.33,P_022
action::5::oppement et mise en œuvre d’un,Action,oppement et mise en œuvre d’un plan d’action pour la planification budgétaire stratégique du MdJL ; iii) développement et mise en œuvre d’un plan de formation abordant les différents aspects de la réf,Mitigation,0.55,0.25,0.33,P_022
action::6::sous-composante 2.4.2 : appuye,Action,Sous-composante 2.4.2 : appuyer le MdJL dans l’élaboration une stratégie TIC pour l’amélioration des performances des juridictions par notamment : a) la p réparation de plans d’actions TIC à court et ,Mitigation,0.55,0.25,0.33,P_022
action::7::les évaluations de la banque o,Action,"Les évaluations de la Banque ont confirmé la nécessité de se concentrer sur l ’identification des dysfonctionnements au niveau des juridictions, la mise au point de plans d’action concrets et la mise ",Mitigation,0.55,0.25,0.33,P_022
action::8::ce processus de consultation s,Action,"Ce processus de consultation se poursuivra au cours de la mise en œuvre du projet , et des actions destinées à prendre en comtpe les problématiques liées au genre seront inclues dans les PAPJ.",Mitigation,0.55,0.25,0.33,P_022
action::9::un des facteurs clés sera la p,Action,"Un des facteurs clés sera la participation des parties prenantes à la conception et à la mise en œuvre de solutions, en encourageant les techniques participatives d’apprentissage par l’action.",Mitigation,0.55,0.25,0.33,P_022
project::P_022,Project,P_022,,1.0,0.0,0.0,P_022
risk::1::coordination,Risk,coordination,Governance/Institutional,0.55,0.25,0.33,P_022
risk::2::accidents,Risk,accidents,Quality & HSE,0.55,0.25,0.33,P_022
