node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::100::intermediate result indicator,Action,"Intermediate Result indicator Gh=0 10,000 20,000 30,000 40,000 50,000 Annual researchers Five: assessment / country, Hits for the regional/national Se=0 10,000 20,000 30,000 40,000 50,000 service Web-",Mitigation,0.55,0.25,0.33,P_003
action::101::coraf data collection & organi,Action,"CORAF data collection & organization, survey up-to-date, reporting)- - disaggregated by country Intermediate Result indicator - Supervision Four: ~Gh- 100 100 100 100 100 misin anFour: IImissions and ",Mitigation,0.55,0.25,0.33,P_003
action::102::in order to reach this objecti,Action,"In order to reach this objective, the Project will strengthen the regional cooperation in generation of technology, and scale-up dissemination and training programs focused on regional and national pr",Mitigation,0.55,0.25,0.33,P_003
action::103::sub-component 1.1 implementati,Action,Sub-component 1.1 Implementation of ECOWAS common regulations: Through this sub-component the Project will continue to pursue and broaden the implementation of ECOWAS regulations relating to pesticide,Mitigation,0.55,0.25,0.33,P_003
"action::104::in this respect, interventions",Action,"In this respect, interventions aimed at regional cooperation and linkages will be strengthened to share experiences and learn lessons",Mitigation,0.55,0.25,0.33,P_003
"action::105::in this respect, interventions",Action,"In this respect, interventions aimed at regional cooperation and linkages will be strengthened to share experiences and learn lessons to enrich and modify where necessary some of the activities to enh",Mitigation,0.55,0.25,0.33,P_003
action::106::thus the dissemination and imp,Action,Thus the dissemination and implementation of these regulations that have started under WAAPP-1A will be scaled up under WAAPP-2A.,Mitigation,0.55,0.25,0.33,P_003
"action::107::in addition, in order to favor",Action,"In addition, in order to favor technology dissemination in the livestock sector at national and regional levels, the project will address the issue of registration and regulation of veterinary and ani",Mitigation,0.55,0.25,0.33,P_003
action::108::the activities financed under,Action,"The activities financed under this Sub-component are: (i) At national level, (a) actions plans to implement ECOWAS regulations on seeds and pesticides, as well as on fertilizer and 24",Mitigation,0.55,0.25,0.33,P_003
action::109::veterinary products when these,Action,"veterinary products when these two regulations will be adopted by ECOWAS, (b) training and awareness programs for national institutions and major private stakeholders (seeds and fertilizer agro-dealer",Mitigation,0.65,0.25,1.0,P_003
action::10::the participating country and,Action,"In addition, each participating country and CORAF shall take all measures on their behalf to: (i) screen, under the relevant parts of the Project, the activities under the Research Proposals and Grant",Mitigation,0.55,0.45,0.33,P_003
action::110::sub-component 1.2: mainstreami,Action,Sub-component 1.2: Mainstreaming Regional Strategies into National Action Plans.,Mitigation,0.55,0.25,0.33,P_003
"action::111::knowledge management, informat",Action,"Knowledge management, information, and communications systems: (i) at national level, the sub-component will finance: (a) the updating and implementation of national communication action plans (aligne",Mitigation,0.55,0.25,0.33,P_003
"action::112::under waapp, coraf has develop",Action,"Under WAAPP, CORAF has developed a regional gender strategy and action plans to mainstream gender concerns into national research and extension programs.",Mitigation,0.55,0.25,0.33,P_003
action::113::the participating countries wi,Action,The participating countries will therefore prepare their national action plans in line with this regional strategy.,Mitigation,0.55,0.25,0.33,P_003
action::114::the specific actitivities that,Action,The specific actitivities that WAAPP-2A will finance are the: (i) updating and implementation of the gender action plans; (ii) capacity building for the gender focal points and training programs on th,Mitigation,0.55,0.25,0.33,P_003
action::115::ecowas has developed a climate,Action,ECOWAS has developed a Climate Change Action Plan to complement its Agriculture Development Policy (ECOWAP).,Mitigation,0.55,0.25,0.33,P_003
"action::116::in addition, coraf is preparin",Action,"In addition, CORAF is preparing commodity-based climate change action plans to mainstream climate change issues into the WAAPP.",Mitigation,0.55,0.25,0.33,P_003
action::117::to this end waapp-2a will fina,Action,To this end WAAPP-2A will finance in each country: (i) the design and/or implementation of commodity based climate change action plans in line with national and regional strategies; and (ii) capacity ,Mitigation,0.55,0.25,0.33,P_003
action::118::waapp-2a will thus build on th,Action,WAAPP-2A will thus build on these achievements and finance: (i) studies on the relevance and return on investment of IPR protection for specific technologies; (ii) the registration process of IPR on s,Mitigation,0.55,0.25,0.33,P_003
action::119::waapp-2a will consolidate thes,Action,WAAPP-2A will consolidate these achievements and will therefore finance: (i) additional capacity building (regional trainings and workshops) for the environmental and social safeguards focal points an,Mitigation,0.55,0.25,0.33,P_003
"action::11::wn staff, outside experts, or",Action,"wn staff, outside experts, or existing environmental/social institutions) before approving the Research Proposal or Grant proposal that the activities meet the environmental and social requirements of",Mitigation,0.55,0.45,0.33,P_003
action::120::waapp-2a will consolidate thes,Action,WAAPP-2A will consolidate these achievements and support the transformation of the NCoS into Regional Centers of Excellence (RCoE) on the basis of graduation criteria (see Box 2.1 below and Appendix 2,Mitigation,0.55,0.25,0.33,P_003
action::121::during the second phase of waa,Action,"During the second phase of WAAPP, Component 2 will support the process 9 to upgrade the (NCoS into RCoE, focusing on drought-resistant cereals in Senegal and root and tuber crops in Ghana.",Mitigation,0.55,0.25,0.33,P_003
action::122::to enable a comprehensive valu,Action,"To enable a comprehensive value-chain approach, each NCoS will broaden their scope to include other relevant research institutions; mainly those specialized in processing and post- harvest handling.",Mitigation,0.55,0.25,0.33,P_003
action::123::the activities component 2 wil,Action,The activities Component 2 will finance at national level are: (i) the upgrading of core facilities and equipment of both the NCoS and their key national partners (as shown in Table 2) including the r,Mitigation,0.55,0.25,0.33,P_003
action::124::a preliminary assessment has i,Action,"A preliminary assessment has identified the centers that will be rehabilitated and inventoried the rehabilitation requirements for the research fields and infrastructure, but the centers have not yet ",Mitigation,0.55,0.25,0.33,P_003
"action::125::thus as a next step, the resea",Action,"Thus as a next step, the research centers' managers, in consultation with the researchers, will identify specific infrastructure and/or research fields for rehabilitation and prepare a priority list o",Mitigation,0.55,0.25,0.33,P_003
action::126::the research centers' managers,Action,The research centers' managers will also prepare Environmental and Social Impact Assessments (ESIAs) or Environmental Management Plans (EMPs) and a Resettlement Action Plan (RAP) as necessary.,Mitigation,0.55,0.25,0.33,P_003
action::127::investments will be contingent,Action,Investments will be contingent upon preparation of an ESIA or ESMP and RAP.,Mitigation,0.55,0.25,0.33,P_003
action::128::essments (esias) or environmen,Action,essments (ESIAs) or Environmental Management Plans (EMPs) and a Resettlement Action Plan (RAP) as necessary.,Mitigation,0.55,0.25,0.33,P_003
action::129::in order to strengthen core na,Action,"In order to strengthen core national research capacities, the Component will finance: (a) the preparation and implementation of annual human resource development plan in each participating country; (b",Mitigation,0.55,0.25,0.33,P_003
action::12::d implementation annual work p,Action,"D implementation Annual Work Plan and Budget (AWP&B): The Participating Country and CORAF shall: (a) prepare a draft AWP&B for each Fiscal Year, setting forth, inter-alia: (i) a detailed description o",Mitigation,0.55,0.45,0.33,P_003
action::130::the visiting scientists will b,Action,The visiting scientists will be considered to be on sabbatical leave.,Mitigation,0.55,0.25,0.33,P_003
action::131::they will be paid by their hom,Action,"They will be paid by their home institutions while the host center bears their local costs, including lodging, board and miscellaneous expenses.",Mitigation,0.55,0.25,0.33,P_003
action::132::special consideration will be,Action,Special consideration will be given to young and/or female scientists; and (iv) the support to priority agricultural research program.,Mitigation,0.55,0.25,0.33,P_003
action::133::the research programs of the n,Action,The research programs of the NCoS will involve strategic and adaptive research in priority value chains.,Mitigation,0.55,0.25,0.33,P_003
action::134::programs for priority research,Action,Programs for priority research will be developed in close partnership with key stakeholders to ensure their relevance.,Mitigation,0.55,0.25,0.33,P_003
action::135::priority research will also in,Action,Priority research will also include farm surveys and supply chain analysis and benchmarking to document progress and impact of transferred technologies over the program life.,Mitigation,0.55,0.25,0.33,P_003
action::136::these studies will also monito,Action,These studies will also monitor on a regular basis the knowledge gap.,Mitigation,0.55,0.25,0.33,P_003
action::137::each ncos will develop a sub-r,Action,Each NCoS will develop a sub-regional R&D network involving relevant institutions from other participating countries to ensure regional spillover.,Mitigation,0.55,0.25,0.33,P_003
action::138::the component will finance: (a,Action,The component will finance: (a) small grants to teams of researchers to undertake priority research activities responding to key constraints along the value chain; and (b) capacity building and operat,Mitigation,0.55,0.25,0.33,P_003
action::139::the mous will emphasize aspect,Action,"The MoUs will emphasize aspects such as the development of scientific research protocols, an",Mitigation,0.55,0.25,0.33,P_003
action::13::of each activity; (b) on or ab,Action,"of each activity; (b) on or about November 30 of each Fiscal Year and after considering the comments provided by the National or Regional Steering Committee, as the case may be, furnish to the Associa",Mitigation,0.55,0.45,0.33,P_003
action::140::the mous will emphasize aspect,Action,"The MoUs will emphasize aspects such as the development of scientific research protocols, and the provision of trainings, scientific expertise and joint implementation of research programs and the pro",Mitigation,0.55,0.25,0.33,P_003
action::141::at regional level the componen,Action,"At regional level the Component will finance CORAF's support to the strengthening of the NCoS including:,: (i) technical assistance to facilitate and monitor the transition from NCoS to RCoE; (ii) reg",Mitigation,0.55,0.25,0.33,P_003
action::142::the component will be executed,Action,The component will be executed on the basis of an action plan that defines the contributions of the Project in terms of (quantified) technology g,Mitigation,0.55,0.25,0.33,P_003
action::143::the component will be executed,Action,The component will be executed on the basis of an action plan that defines the contributions of the Project in terms of (quantified) technology generation and dissemination activities.,Mitigation,0.55,0.25,0.33,P_003
"action::144::furthermore, waapp-2a will sup",Action,"Furthermore, WAAPP-2A will support the participating countries in adapting their extension strategies, methodologies and organizations towards higher levels of efficiency, involving stakeholder platfo",Mitigation,0.55,0.25,0.33,P_003
action::145::the program will continue to s,Action,The program will continue to strengthen and expand the activities of the existing national CARGS in each participating country and the regional CARGS managed by CORAF.,Mitigation,0.55,0.25,0.33,P_003
action::146::it will address priority needs,Action,"It will address priority needs of stakeholders along the selected value chains, from production to postharvest handling, marketing, processing and consumption and target research subprojects involving",Mitigation,0.55,0.25,0.33,P_003
"action::147::at national level, the sub-com",Action,"At national level, the Sub-component will finance: (i) annual stakeholders' workshops to develop, follow-up and update national R&D action plans for priority setting in the domain of technology genera",Mitigation,0.55,0.25,0.33,P_003
action::148::e: (i) annual stakeholders' wo,Action,"i) annual stakeholders' workshops to develop, follow-up and update national R&D action plans for priority setting in the domain of technology generation and dissemination for each of the targeted valu",Mitigation,0.55,0.25,0.33,P_003
"action::149::at regional level, waapp-2a wi",Action,"At regional level, WAAPP-2A will provide additional resources to the Regional CARGS managed by CORAF, (i) for the financing of stakeholder priority setting workshops, and (ii) provision of grants for ",Mitigation,0.55,0.25,0.33,P_003
action::14::b 8 mid-term review: the parti,Action,"B 8 Mid-Term Review: The Participating Country and CORAF shall: (a) maintain policies and procedures adequate to enable it to monitor and evaluate on an ongoing basis, in accordance with the National ",Mitigation,0.55,0.45,0.33,P_003
action::150::the latter will be carried thr,Action,"The latter will be carried through by multi-country team of researchers, involving at least three ECOWAS countries.",Mitigation,0.55,0.25,0.33,P_003
action::151::emphasis will be made on incre,Action,"Emphasis will be made on increasing the efficiency of the technology delivery systems in participating countries which requires an adjustment of extension strategies, methodologies, and coalitions bet",Mitigation,0.55,0.25,0.33,P_003
"action::152::at national level, the sub-com",Action,"At national level, the sub-component will finance: (i) annual extension stakeholders' workshops at zonal and national levels to develop dissemination action plans; (ii) demonstrations of released tech",Mitigation,0.55,0.25,0.33,P_003
"action::153::in the case of ghana, the reha",Action,"In the case of Ghana, the rehabilitation and equipping of MoFA national agricultural stations and the provision of the vehicles required for the purpose will also be included.",Mitigation,0.55,0.25,0.33,P_003
"action::154::at regional level, the sub-com",Action,"At regional level, the sub-component will provide resources to CORAF to: (i) undertake policy research and action towards promoting efficient participative and pluralistic extension systems involving ",Mitigation,0.55,0.25,0.33,P_003
action::155::this sub- component will incre,Action,"This Sub- component will increase the availability and producers' access to improved genetic materials (seed, planting materials and animal breeds) especially for the targeted priority value chains.",Mitigation,0.55,0.25,0.33,P_003
action::156::the sub-component will finance,Action,The Sub-component will finance: (i) the development/consolidation of seed production,Mitigation,0.55,0.25,0.33,P_003
action::157::the sub-component will finance,Action,The Sub-component will finance: (i) the development/consolidation of seed production policies and systems taking into account governments' seed subsidy systems and the implementation of multi-annual s,Mitigation,0.55,0.25,0.33,P_003
action::158::each participating country wil,Action,Each participating country will allocate resources to CORAF commensurate with the role assigned to it.,Mitigation,0.55,0.25,0.33,P_003
action::159::this component will finance: (,Action,"This Component will finance: (i) equipments, consultant services, non-consulting services and operating costs for the PCU and CORAF to carry out and upgrade project management, including fiduciary and",Mitigation,0.55,0.25,0.33,P_003
"action::15::er, take all measures required",Action,"er, take all measures required to ensure the efficient completion of its parts of the Project and the achievement of the objective thereof, based on the conclusions and recommendations of the said rep",Mitigation,0.55,0.25,0.33,P_003
action::160::component will finance: (i) eq,Action,"Component will finance: (i) equipments, consultant services, non-consulting services and operating costs for the PCU and CORAF to carry out and upgrade project management, including fiduciary and M&E;",Mitigation,0.55,0.25,0.33,P_003
action::161::enabling conditions for region,Action,"Enabling Conditions for Regional Cooperation in the Generation, Dissemination and Adoption of Agricultural Technologies Implementation of ECOWAS Common Regulations 663 12 4,908 88 0 0 5,571 4 Mainstre",Mitigation,0.55,0.25,0.33,P_003
action::162::enabling conditions for region,Action,"Enabling Conditions for Regional Cooperation in the Generation, Dissemination and Adoption of Agricultural Technologies Implementation of ECOWAS Common Regulations 320 23 1,044 77 - - 1,364 2 Mainstre",Mitigation,0.55,0.25,0.33,P_003
