src,dst,edge_type,weight,confidence,evidence_id,project_id,time
project::P_003,action::100::intermediate result indicator,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::101::coraf data collection & organi,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::102::in order to reach this objecti,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::103::sub-component 1.1 implementati,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::104::in this respect, interventions",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::105::in this respect, interventions",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::106::thus the dissemination and imp,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::107::in addition, in order to favor",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::108::the activities financed under,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::109::veterinary products when these,ASSOCIATED_WITH,1.0,0.65,,P_003,2012-04
project::P_003,action::10::the participating country and,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::10::the participating country and,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::110::sub-component 1.2: mainstreami,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::111::knowledge management, informat",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::111::knowledge management, informat",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::112::under waapp, coraf has develop",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::113::the participating countries wi,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::114::the specific actitivities that,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::115::ecowas has developed a climate,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::116::in addition, coraf is preparin",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::117::to this end waapp-2a will fina,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::118::waapp-2a will thus build on th,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::119::waapp-2a will consolidate thes,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::11::wn staff, outside experts, or",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::120::waapp-2a will consolidate thes,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::121::during the second phase of waa,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::122::to enable a comprehensive valu,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::122::to enable a comprehensive valu,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::123::the activities component 2 wil,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::124::a preliminary assessment has i,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,"action::125::thus as a next step, the resea",ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::126::the research centers' managers,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::127::investments will be contingent,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::127::investments will be contingent,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::128::essments (esias) or environmen,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::129::in order to strengthen core na,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::12::d implementation annual work p,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::130::the visiting scientists will b,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::131::they will be paid by their hom,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::132::special consideration will be,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::133::the research programs of the n,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::134::programs for priority research,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::135::priority research will also in,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::136::these studies will also monito,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::137::each ncos will develop a sub-r,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::138::the component will finance: (a,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::139::the mous will emphasize aspect,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::13::of each activity; (b) on or ab,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::140::the mous will emphasize aspect,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
project::P_003,action::141::at regional level the componen,ASSOCIATED_WITH,1.0,0.55,,P_003,2012-04
