node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::100::it will provide technical advi,Action,It will provide technical advice both to the Steering Committee as well as to th e Project Management Unit (PMU).,Mitigation,0.55,0.25,0.33,P_027
action::101::aside from staff of fmwr it wi,Action,"Aside from staff of FMWR it will include representatives of the following institutions : F ederal Ministry of Finance, Federal Ministry of Environment, Federal Ministry of Agriculture and Rural Develo",Mitigation,0.55,0.25,0.33,P_027
action::102::the cmc will be confirmed by a,Action,The CMC will be confirmed by a document to be issued by the FMWR.,Mitigation,0.55,0.25,0.33,P_027
action::103::this team will be complemented,Action,"This team will be complemented by a water resources management specialist, an agribusiness specialist, a M&E specialist, a communications specialist, a data and information specialist, and an internal",Mitigation,0.55,0.25,0.33,P_027
action::104::the pmu will be in charge of t,Action,"The PMU will be in charge of the daily coordination, supervision and implementation of the project’s components.",Mitigation,0.55,0.25,0.33,P_027
action::105::they will hir,Action,They will hir,Mitigation,0.55,0.25,0.33,P_027
action::106::they will hire civil works fir,Action,"They will hire civil works firms, consulting firms and individuals, NGOs and various suppliers to carry out the different activities of the project.",Mitigation,0.55,0.25,0.33,P_027
action::107::the pmu will work closely with,Action,"The PMU will work closely with the various Directorates of the FMWR including the Department of Irrigation and Drainage , the Department of Dams & Reservoir Operations , the Department of P lanning, R",Mitigation,0.55,0.25,0.33,P_027
action::108::as per the gap analysis result,Action,"As per the gap analysis results, the PMU will finance where needed the capacity building, the key equipment and t raining of the Ministry’s Directorates.",Mitigation,0.55,0.25,0.33,P_027
action::109::the pmu will provide progress,Action,The PMU will provide Progress Reports on a monthly basis to the Steering Committee who will seek the technical views of the Change Management Committee before making any major decision as necessary.,Mitigation,0.65,0.25,1.0,P_027
action::10::the proposed triming project s,Action,"The proposed TRIMING Project seeks to serve as a catalytic operation to support the reform process , focusing on improving large -scale public irrigation in Northern Nigeria where it can make a contri",Mitigation,0.55,0.25,0.33,P_027
"action::110::at scheme level, the contractu",Action,"At scheme level, the contractual approach is based on the Statement of Sector Policy for Large-Scale Public Irrigation Schemes which stipulates that:  The schemes will be managed with progressively i",Mitigation,0.55,0.25,0.33,P_027
action::111::the large dams having broad pu,Action,The large dams having broad public benefits and critical safety requirements will be excluded from this transfer.,Mitigation,0.65,0.25,1.0,P_027
action::112:: the responsibility for opera,Action,"- The responsibility for operation and maintenance of tertiary irrigation and drainage canals will initially be transferred to the WUAs, followed by higher level infrastructure (secondary and primary ",Mitigation,0.55,0.25,0.33,P_027
action::113:: the operation and maintenanc,Action,- The operation and maintenance of the non-transferred infrastructure will remain the responsibility of the RBDAs.,Mitigation,0.55,0.25,0.33,P_027
action::114::the rbdas will have the option,Action,The RBDAs will have the option to delegate part or all of these services to a service provider which could be either a special purpose vehicle or a competitively selected private contractor.,Mitigation,0.55,0.45,0.33,P_027
action::115::related costs will be fully co,Action,Related costs will be fully covered by the portion of the fees charged to the WUAs.,Mitigation,0.55,0.25,0.33,P_027
action::116:: the specific arrangements wi,Action,"- The specific arrangements will be described in a Tripartite Memorandum of Agreement between the FGN, the RBDA and the users represented by their APEX organization.",Mitigation,0.55,0.25,0.33,P_027
action::117::this agreement will be establi,Action,"This Agreement will be established for a period of three to five years, will include fee setting, and will be signed before launching any rehabilitation and expansion works.",Mitigation,0.55,0.25,0.33,P_027
action::118::scheme oversight committees (s,Action,"Scheme Oversight Committees (SOCs) with representation from all relevant stakeholders (FMWR, RBDA, FMARD, State – ADP and Ministries of Agriculture, Local Government, WUA) will be established to revie",Mitigation,0.55,0.25,0.33,P_027
action::119::this soc will meet at least on,Action,"This SOC will meet at least once before the beginning of each agriculture season to plan the agricultural campaign (calendar, crop, irrigation service delivery, etc.).",Mitigation,0.55,0.25,0.33,P_027
action::11:: in 2014 specific reforms at,Action, In 2014 specific reforms at the intervention sites are proposed/required under this Project.,Mitigation,0.55,0.25,0.33,P_027
action::120::the interface between the stat,Action,"The interface between the states, local governments and other key stakeholders is e nsured at the SOC level and where the implementation of agreements at scheme level will be reviewed.",Mitigation,0.55,0.25,0.33,P_027
action::121::the water users associations f,Action,"The Water Users Associations Federations (WUAFs) and their members will be in charge of maintenance and operations at tertiary and field -canal level an d would collect, 23 administer, and maintain ad",Mitigation,0.55,0.25,0.33,P_027
action::122::members will be in charge of m,Action,"members will be in charge of maintenance and operations at tertiary and field -canal level an d would collect, 23 administer, and maintain adequate organizational systems to fulfill this responsibilit",Mitigation,0.55,0.25,0.33,P_027
action::123::the project will use a result-,Action,The project will use a result-based monitoring approach to assess progress and support project implementation in accordance with international best practice.,Mitigation,0.55,0.25,0.33,P_027
action::124::the m&e system will consist of,Action,The M&E system will consist of the following elements: (i) baseline studies; (ii) community -based monitoring and evaluation techniques; (iii) operational research for informing policy and improving o,Mitigation,0.55,0.25,0.33,P_027
action::125::the proje ct will employ a mul,Action,"The proje ct will employ a multi - level approach to monitoring which will identify the role of federal and state -level stakeholders and implementing agencies, including the beneficiaries.",Mitigation,0.55,0.25,0.33,P_027
action::126::this will ensure that partners,Action,This will ensure that partners take timely corrective measures when required an d will enable joint accountability for achieving the project objectives.,Mitigation,0.55,0.25,0.33,P_027
action::127::the project will use a web -en,Action,"The project will use a web -enabled, management information system to manage information and report progress.",Mitigation,0.55,0.25,0.33,P_027
action::128::the database will be available,Action,"The database will be available on an open -access basis, to support greater transparency, collaboration and improved project governance.",Mitigation,0.55,0.25,0.33,P_027
action::129::the project management unit (p,Action,"The Project Management Unit (PMU) will have the main responsibility for monitoring, evaluating and reporting data on the key performance indicators.",Mitigation,0.55,0.25,0.33,P_027
"action::12:: in 2015, or as soon as the n",Action," In 2015, or as soon as the new National Water Resources Bill has been passed , comprehensive reforms will be undertaken nationwide.",Mitigation,0.55,0.25,0.33,P_027
action::130::the pmu will be assisted by an,Action,"The PMU will be assisted by an external M&E firm, to be engaged as consultants for the project period.",Mitigation,0.55,0.25,0.33,P_027
action::131::the firm will support the pmu,Action,The firm will support the PMU to develop the M&E framework and a pla,Mitigation,0.55,0.25,0.33,P_027
