src,dst,edge_type,weight,confidence,evidence_id,project_id,time
project::P_028,action::100::in addition to the proposed pa,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::101::minagri’s planning and program,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::102::minagri will present a n annua,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::103::all proposed dlis are scalable,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::103::all proposed dlis are scalable,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::104::the institutional and operatio,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::105::also, t he implementation of p",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::106::the appraisal mission has been,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::107::ses, pla nning and operational",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::108::however, capacity was identifi",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::109::the analyses showed favorable,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::109::the analyses showed favorable,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::10::psta 3 and the proposed progra,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::110::the fiduciary assessment revea,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::111::further, the ass essment concl",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::111::further, the ass essment concl",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::112::the procurement systems’ perfo,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::113::in this regard , a number of p",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::114::d staff to handle procurement,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::115::overall , continuous professio",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::116::the pap for the public sector,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::117::these measures wil,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::118::these measures will have a pos,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::119::consequently, rwanda has relat",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::11::psta 3 and the proposed progra,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::120::in the case of fraud and corru,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::120::in the case of fraud and corru,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::121::in the specific case of the d,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::122::lists shall not be allowed to,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::123::minagri will utilize additiona,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::123::minagri will utilize additiona,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::124::with diligent management of th,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::125::the program may include new ir,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::126::it is expected that the identi,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::127::at the same time, the program",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::128::of known and demonstrated miti,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::129::at the same time, the program",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::12::specific interventions are to:,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::130::the program will pay specific,ASSOCIATED_WITH,1.0,0.6,,P_028,2014-10
project::P_028,action::131::no significant changes in land,ASSOCIATED_WITH,1.0,0.65,,P_028,2014-10
project::P_028,action::131::no significant changes in land,ASSOCIATED_WITH,1.0,0.65,,P_028,2014-10
project::P_028,action::132::this need has been recognized,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::133::to address this concern, as pa",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::134::the capacity -building program,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::135::op 7.50 on international water,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::136::ernational waterways is trigge,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::137::the bank has assessed, however",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::138::even though agricultural inten,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::139::the program will not have any,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::13::minagri will support a multi-s,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::13::minagri will support a multi-s,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::140::the integrated risk framework,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::141::although the pforr lending ins,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::141::although the pforr lending ins,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::142::bank lending will benefit from,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::143::at the same time, the program",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::143::at the same time, the program",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::144::program action plan 102.,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::145::a pap (see annex 9 for more de,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::146::and social systems ’ assessmen,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::147::the main cross-cutting risks a,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::148::risk mitigation measures, are",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::149::accordingly, key actions and r",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::14::all of these areas/interventio,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::150::many farmer s’ cooperatives an,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::151::however, some areas would bene",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::151::however, some areas would bene",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::152::specifically, the fiduciary as",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,"action::153::accordingly, the key actions a",ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::154::an improved planning and budge,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
project::P_028,action::154::an improved planning and budge,ASSOCIATED_WITH,1.0,0.55,,P_028,2014-10
