node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
"action::100::under indh 2, periodic technic",Action,"Under INDH 2, periodic technical audits will monitor quality, and an indicator will track activity quality and sustainability (RI-6 and DLI-4).",Mitigation,0.55,0.25,0.33,P_023
action::101::as t his structure has overall,Action,"As t his structure has overall proved effective, it will be maintained under INDH 2 and extend ed to newly targeted communes and neighborhoods.",Mitigation,0.55,0.25,0.33,P_023
action::102::new rules introduced under the,Action,New rules introduced under the Program in relation to membership of INDH governance bodies will further reduce risks of conflict of interest.,Mitigation,0.55,0.25,0.33,P_023
action::103::they will be strengthened unde,Action,They will be strengthened under the Program (PAP-5).,Mitigation,0.55,0.25,0.33,P_023
action::104::indicators will track overall,Action,Indicators will track overall improvement of the M&E system ( RI-12).,Mitigation,0.55,0.25,0.33,P_023
"action::105::as during phase 1, the bank wi",Action,"As during Phase 1, the Bank will continue to provide technical assistance, including through the World Bank Institute.",Mitigation,0.55,0.25,0.33,P_023
"action::106::additionally, the program intr",Action,"Additionally, the Program introduces specific actions in the Program Action Plan (PAP-1, PAP-2; see Annex 8), which will strengthen the quality of activ ity selection and arrangements for operations a",Mitigation,0.55,0.25,0.33,P_023
"action::107::as clarified above, indh 2 inc",Action,"As clarified above, INDH 2 incorporates measures to improve the performance and sustainability of investments and hence enhance economic returns.",Mitigation,0.55,0.25,0.33,P_023
action::108::under indh 2 it is proposed to,Action,"Under INDH 2 it is proposed to increase the cost effectiveness of investments th rough measures incorporated in the operations manuals, including improved selection criteria, and audit and inspection ",Mitigation,0.55,0.25,0.33,P_023
action::109::an impact evaluation study on,Action,An impact evaluation study on INDH 1 will be published in the second half of 2012.,Mitigation,0.55,0.25,0.33,P_023
action::10::given that the bank‘s own cont,Action,"Given that the Bank‘s own contribution is likely to provide only 25 percent of overall financing, the PforR instrument will help support systems changes across the program by leveraging the actions co",Mitigation,0.55,0.75,0.33,P_023
action::110::gove rnment is taking action o,Action,"Gove rnment is taking action on these weaknesses through the ongoing public procurement reform and through new laws and decrees, as well as standard documents currently under preparation.",Mitigation,0.55,0.25,0.33,P_023
"action::111::in the meantime, specific meas",Action,"In the meantime, specific measures to deal with these issues in relation to INDH are built into the Program.",Mitigation,0.55,0.25,0.33,P_023
action::112::the evaluation of national sys,Action,"The evaluation of national systems, the analysis of fiduciary performance under INDH 1, as well as the review of a sample of 20 executing agencies (provinces, prefectorates, communes) highlighted the ",Mitigation,0.55,0.25,0.33,P_023
action::113::duciary performance under indh,Action,"duciary performance under INDH 1, as well as the review of a sample of 20 executing agencies (provinces, prefectorates, communes) highlighted the issues and related measures presented in Table 4.1.",Mitigation,0.55,0.25,0.33,P_023
action::114::fiduciary issues specific to t,Action,"Fiduciary issues specific to the Program Topic Issue Mitigation or Resolution Planning and budgeting In certain cases, the time spent to establish credits in favor of walis (regions) and governors (pr",Mitigation,0.55,0.25,0.33,P_023
action::115::mitigation measures comprise:,Action,Mitigation measures comprise: (i) Elaboration of a fiduciary guide including procurement guidance tools on bidding documents and contract templates and systematic inclusion of a technical support clau,Mitigation,0.55,0.25,0.33,P_023
