node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::100::the proposed land for construc,Action,The proposed land for constructi,Mitigation,0.55,0.25,0.33,P_016
action::101::the proposed land for construc,Action,The proposed land for construction of branch offices belongs to the government and will not displace people or affect their communal use of the land.,Mitigation,0.55,0.25,0.33,P_016
action::102::the disclosed esmf document de,Action,"The disclosed ESMF document defines the management procedures that would allow the proposed Statistics for Results (SFR) project to “avoid, mitigate, or minimize adverse environmental and social impac",Mitigation,0.55,0.25,0.33,P_016
action::103::as the environmental and socia,Action,"As the environmental and social impacts of the proposed project activities are not significant, the SFR project is potentially category “B”.",Mitigation,0.65,0.25,1.0,P_016
"action::104::in addition, the recipient wil",Action,"In addition, the Recipient will prepare the necessary environment impact assessment, along with deta iled office building designs, for the first CSA branch office building that would be constructed on",Mitigation,0.55,0.25,0.33,P_016
action::105::the proposed project will ensu,Action,The proposed project will ensure that there is adequate capacity within the CSA to implement the ESMF.,Mitigation,0.55,0.25,0.33,P_016
action::106::it will also ensure that the c,Action,"It will also ensure that the CSA project unit in charge of construction and monitoring project implementation is appropriately financed, in order to support the mainstreaming of the environment in the",Mitigation,0.55,0.25,0.33,P_016
action::107::] physical cultural resources,Action,] Physical Cultural Resources (OP/BP 4.11) [ ] [X] Involuntary Resettlement (OP/BP 4.12) [ ] [X] Forests (OP/BP 4.36) [ ] [X] Safety of Dams (OP/BP 4.37) [ ] [X] Projects on International Waterways (O,Mitigation,0.55,0.25,0.33,P_016
action::108::pdo level results indicators*,Action,PDO Level Results Indicators* Core Unit of Measure Baseline Cumulative Target Values** Frequency Data Source/ Methodology Responsibility for Data Collection June 30 2015 June 30 2016 June 30 2017 Dire,Mitigation,0.55,0.25,0.33,P_016
action::109::number of staff from csa and m,Action,"Number of staff from CSA and MDAs selected and trained annually To be determined based on the on-going Needs Assessment Study in CSA and MDAs by June 30, 2015 Training Needs assessment recommendations",Mitigation,0.55,0.25,0.33,P_016
action::10::achieving the goals of the goe,Action,"Achieving the goals of the GOE’s Growth and Transformation Pl an (GTP) and the Millennium Development Goals (MDGs), and facilitating the Post -2015 MDG Agenda Setting will be supported .",Mitigation,0.55,0.25,0.33,P_016
action::110::in light of the above nsds fra,Action,"In light of the above NSDS framework, progress with NSDS implementation and the CSA’s instituti onal assessments, the proposed SFR project has been designed through a consultative and participatory pr",Mitigation,0.55,0.25,0.33,P_016
action::111::the main aim of the proposed p,Action,The main aim of the proposed project is to assist in the production and dissemination of reliable and timely statistics in Ethiopia.,Mitigation,0.55,0.25,0.33,P_016
action::112::this component will support ac,Action,"This component will support activities to strengthen the quality of data produced, following internationally-a",Mitigation,0.55,0.25,0.33,P_016
action::113::monitoring and evaluation (us$,Action,Monitoring and Evaluation (US$ 1.7 Million): Provide support to strength the monitoring and evaluation capabilities of the CSA with respect to the NSDS and the proposed Project’s coordination and fidu,Mitigation,0.55,0.25,0.33,P_016
action::114::it will (i) finance consultati,Action,"It will (i) finance consultations for the development of the next NSDSII (US$ 0.1 million ), (ii) provide technical assistance to strengthen the national account statistics; finance also M&E of GTP an",Mitigation,0.55,0.25,0.33,P_016
"action::115::as part of this component, par",Action,"As part of this component, parallel financing will be provid",Mitigation,0.55,0.25,0.33,P_016
action::116::since the csa is responsible f,Action,"Since the CSA is responsible for the overall NSDS program coordination along with MOFED and the Statistical Council, it will be the proposed project’s implementation agency.",Mitigation,0.55,0.25,0.33,P_016
action::117::the management of the proposed,Action,The management of the proposed project will be undertaken by core CSA staff under the overall responsibility of the Director General.,Mitigation,0.55,0.25,0.33,P_016
action::118::a project implementation unit,Action,A Project Implementation Unit (PIU) will be set up to support CSA DG in project management.,Mitigation,0.55,0.25,0.33,P_016
"action::119::technical, procurem ent, finan",Action,"Technical, procurem ent, financial management, and M&E staff will be hired to assist the CSA and work with senior CSA managers in the areas of strategic and operational planning, project management, a",Mitigation,0.55,0.25,0.33,P_016
"action::11::improvements in the quality, r",Action,"Improvements in the quality, relevance and timeliness of priority statistics will contribute to more effective development policy by: (1) providing the basis for monitoring and evaluating the Governme",Mitigation,0.55,0.25,0.33,P_016
action::120::annual work plan (awp) will be,Action,"Annual Work Plan (AWP) will be prepared by CSA and submitted to the World Bank for approval and would be the basis for annual implementation of tasks and outlining of priorities, especially those that",Mitigation,0.55,0.25,0.33,P_016
action::121::awp will provide proj ect with,Action,AWP will provide proj ect with flexibility to incorporate lessons and make mid -course adjustments if needed.,Mitigation,0.55,0.25,0.33,P_016
action::122::a joint government/dps steerin,Action,"A joint Government/DPs Steering Committee/National Partnership Group (SC/NPG) has been established, and will provide the national guidance and oversight for the implementation of the SFR project.",Mitigation,0.55,0.25,0.33,P_016
action::123::the piu will report directly t,Action,"The PIU will report directly to the Director General and will comprise of the PIU Coordinator, IT specialist, a number of technical staff (including M&E and construction specialists), a procurement sp",Mitigation,0.55,0.25,0.33,P_016
action::124::at locations where constructio,Action,"At locations where construction will take place, a fulltime PIU office will be set up to meet ESMF needs and supervise project implementation activities on a full -time basis.",Mitigation,0.55,0.25,0.33,P_016
action::125::it will ensure that quarterly,Action,It will ensure that quarterly progress reports are made available to all concerned.,Mitigation,0.55,0.25,0.33,P_016
action::126::to ensure the sustainability o,Action,"To ensure the sustainability of this coordination arrangement, PIU responsibilities will be mainstreamed into the CSA (under one of the Deputy Director Generals of the CSA) during the later period of ",Mitigation,0.55,0.25,0.33,P_016
action::127::the csa will produce an annual,Action,"The CSA will produce an Annual Work Plan and Budget for the SFR project, to be shared with SC/NPG and presented to the Bank for approval.",Mitigation,0.55,0.25,0.33,P_016
action::128::the report will also include p,Action,The report will also include progress on performance indicators.,Mitigation,0.55,0.25,0.33,P_016
action::129::since the project will include,Action,"Since the project will include construction of a few branch office buildings, the project is classified as category B.",Mitigation,0.55,0.25,0.33,P_016
action::12::it will also help policy maker,Action,It will also help policy makers in preparing reports that can facilitate post-2015 MDG agenda planning.,Mitigation,0.55,0.25,0.33,P_016
action::130::csa has prepared the operation,Action,CSA has prepared the operational manual for the project and it includes appropriate measures to fully implement the requirements of the ESMF.,Mitigation,0.55,0.25,0.33,P_016
action::131::as this project plans to cover,Action,"As this project plans to cover sectoral statistics, there are risks of duplicating responsibilities with other donors.",Mitigation,0.55,0.25,0.33,P_016
action::132::risk management: the csa will,Action,Risk Management: The CSA will be encouraged to host NSS coordination meetings and workshops.,Mitigation,0.55,0.25,0.33,P_016
"action::133::also, the established national",Action,"Also, the established National Partnership Group (NPG) will play a key role with CSA partnership to increase transparency and communication of stakeholders and thereby manage and mitigate possible ris",Mitigation,0.55,0.45,0.33,P_016
action::134::wb will work through its exist,Action,WB will work through its existing established relationship with the CSA and will involve key MDAs in the project to improve statistical development in Ethiopia.,Mitigation,0.55,0.25,0.33,P_016
action::135::the csa will also work closely,Action,"The CSA will also work closely with NSS members, including regional governments, to enhance project impacts and reduce risks.",Mitigation,0.55,0.25,0.33,P_016
action::136::it regularly conducts a number,Action,It regularly conducts a number of national level surveys and censuses and in general has a proven track record of working with Risk Management: The project will strengthen implementation capacity thro,Mitigation,0.55,0.25,0.33,P_016
"action::137::these projects, however, are m",Action,"These projects, however, are much smaller in scope and size and therefore additional manpower and training is required to successfully implement the proposed SFR project.",Mitigation,0.55,0.25,0.33,P_016
action::138::risk management: bank missions,Action,Risk Management: Bank missions will work with the CSA that the land and the design are ready on schedule as per the ESMF implementation.,Mitigation,0.55,0.25,0.33,P_016
action::139::wb will work with dps to stren,Action,"WB will work with DPs to strengthen the relationship between the implementing agency, the CSA and key MDAs.",Mitigation,0.55,0.25,0.33,P_016
action::13::the proposed statistics for re,Action,The proposed Statistics for Results (SFR) proje ct is closely related to the goals outlined in the 2013-2016 Country Partnership Strategy (CPS) of Ethiopia.,Mitigation,0.55,0.25,0.33,P_016
action::140::the npg is one of the mechanis,Action,The NPG is one of the mechanisms which will be used for this purpose.,Mitigation,0.55,0.25,0.33,P_016
action::141::efforts will be made to have c,Action,Efforts will be made to have coordinated missions with donors to reduce,Mitigation,0.55,0.25,0.33,P_016
action::142::efforts will be made to have c,Action,Efforts will be made to have coordinated missions with donors to reduce transaction costs to the government.,Mitigation,0.55,0.25,0.33,P_016
action::143::to mitigate identified risks w,Action,"To mitigate identified risks with regard to procurement and financial management, CSA will recruit a qualified procurement specialist for the project as well as technical construction experts (archite",Mitigation,0.55,0.25,0.33,P_016
action::144::the task team will closely fol,Action,The task team will closely follow implementation tasks and monitor risk.,Mitigation,0.55,0.25,0.33,P_016
action::145::the learning by doing approach,Action,The learning by doing approach will be a key risk mitigation measure.,Mitigation,0.55,0.25,0.33,P_016
action::146::in addition benchmarking with,Action,In addition benchmarking with other NSOs will be carried out to promote activities related to data production and dissemination.,Mitigation,0.55,0.25,0.33,P_016
action::147::effort will also be made to ho,Action,Effort will also be made to hold result coordination meetings wit,Mitigation,0.55,0.25,0.33,P_016
action::148::effort will also be made to ho,Action,Effort will also be made to hold result coordination meetings with the Ministry of Finance and other stakeholders to share project progress and seek feedback for making project adjustments if needed.,Mitigation,0.55,0.25,0.33,P_016
action::149::it will aim to ensure that imp,Action,"It will aim to ensure that implementation support is provided to the client in a way that meets the client’s needs, a nd will focus on implementation of the risk mitigation measures defined in the ORA",Mitigation,0.55,0.25,0.33,P_016
