node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::100::em will be determined by the s,Action,em will be determined by the scores achieved by ULGAs on the annual assessment.,Mitigation,0.55,0.25,0.33,P_030
action::101::if ulgas perform below the exp,Action,"If ULGAs perform below the expected level, actual disbursement will be lower.",Mitigation,0.55,0.75,0.33,P_030
action::102::if they perform higher than ex,Action,"If they perform higher than expected, actual disbursement will be higher than planned.",Mitigation,0.55,0.75,0.33,P_030
action::103::if ulga performance exceeds ex,Action,"If ULGA performance exceeds expected targets cumulatively, there will be potentially be a financing gap and additional financing will be needed.",Mitigation,0.55,0.75,0.33,P_030
action::104::any financing gap or surplus a,Action,Any financing gap or surplus arising out of the difference between expected and actual performance (hence actual disbursement against this budget line item) will be assessed and addressed within the P,Mitigation,0.55,0.75,0.33,P_030
action::105::the program will produce enhan,Action,The Program will produce enhanced institutional performance resulting in: * Improved urban planning; * Increased own source revenues from property tax; * Efficient fiduciary management; * Improved inf,Mitigation,0.55,0.25,0.33,P_030
action::106::the independent annual assessm,Action,The independent annual assessment will be the main tool to assess progress.,Mitigation,0.55,0.25,0.33,P_030
action::107::the aggregate score of all the,Action,The aggregate score of all the LGA annual assessments will determine progress towards PDO.,Mitigation,0.55,0.25,0.33,P_030
action::108::performance indicators which t,Action,Performance indicators which the assessment will use to measure progress are summarized below: Summary overview of the main areas to be assessed is given below Improved Urban Planning System * General,Mitigation,0.55,0.25,0.33,P_030
action::109::heme (gps) for council adopted,Action,heme (GPS) for Council adopted Increased Revenues from Property Tax * Updated Local Government property tax system in place * Increase in the number of properties in the property register * Increase i,Mitigation,0.55,0.25,0.33,P_030
action::10::3 description of covenant reci,Action,"3 Description of Covenant Recipient shall, not later than March 1, 2013, enter into a Program participation agreement with each Program ULGA detailing mutual responsibilities for the implementation of",Mitigation,0.55,0.45,0.33,P_030
action::110::the indicators below will meas,Action,The indicators below will measure progress towards the achievement of PDO: 15,Mitigation,0.55,0.25,0.33,P_030
action::111::this indicator will convert th,Action,This indicator will convert the result of the annual performance assessment to the progress towards PDO.,Mitigation,0.55,0.25,0.33,P_030
action::112::the physical infrastructure pr,Action,The physical infrastructure projects to be financed by the UPG will be determined by ULGAs on a demand-driven basis.,Mitigation,0.55,0.25,0.33,P_030
"action::113::therefore, the indicator will",Action,"Therefore, the indicator will measure the investments delivered, rather than progress against set targets.",Mitigation,0.55,0.25,0.33,P_030
action::114::the score in the full performa,Action,"The score in the full performance assessment (first PDO indicator) is the key element to measuring the success of ULGSP, while the second PDO indicator will capture the improved infrastructure that wi",Mitigation,0.55,0.25,0.33,P_030
action::115::due to the fact that instituti,Action,"Due to the fact that institutional capacity building is an incremental process and will take time, it is expected that ULGAs will gradually achieve the targets, starting from a low base in the initial",Mitigation,0.55,0.75,0.33,P_030
action::116::this will provide an incentive,Action,This will provide an incentive to improve performance every year and therefore avoid the problems identified in the current LGDG performance assessment.,Mitigation,0.55,0.25,0.33,P_030
"action::117::in addition, the indicator tar",Action,"In addition, the indicator targets will be reviewed throughout implementation, and more specifically at mid-term review to undertake possible refinement or adjustments needed in line with the improvem",Mitigation,0.55,0.45,0.33,P_030
action::118::each ulga will undergo an asse,Action,Each ULGA will undergo an assessment of its compliance with the UPG Minimum Conditions (MCs).,Mitigation,0.55,0.25,0.33,P_030
action::119::the disbursement to each ulga,Action,The disbursement to each ULGA which complies with the Program minimum conditions will be based on the per capita allocation (US$ 3 per annum) multiplied by its population.,Mitigation,0.55,0.25,0.33,P_030
action::11::st relating to the foregoing;,Action,"st relating to the foregoing; and (v) (a) develop for each Fiscal Year, an infrastructure action plan in accordance with the Performance Assessment Manual, detailing the infrastructure investments to ",Mitigation,0.55,0.25,0.33,P_030
action::120::the total amount disbursed in,Action,The total amount disbursed in each FY towards this DLI will be the sum of the allocations for each compliant ULGA.,Mitigation,0.55,0.25,0.33,P_030
action::121::if the number of ulgas which f,Action,"If the number of ULGAs which fully comply with the minimum conditions is less than 18, then the total disbursement from the Bank will be reduced accordingly.",Mitigation,0.55,0.25,0.33,P_030
action::122::although ulgas which do not co,Action,"Although ULGAs which do not comply with the MCs will not receive any UPG funds in any given year, their performance against standard indicators will be assessed.",Mitigation,0.55,0.25,0.33,P_030
action::123::they will also be eligible to,Action,They will also be eligible to receive DLI 1 funds in future years if they comply with minimum conditions in the future years.,Mitigation,0.55,0.25,0.33,P_030
action::124::dli 1 contains measures that r,Action,DLI 1 contains measures that relate to DLI 2 and 3.,Mitigation,0.55,0.25,0.33,P_030
"action::125::first, if any ulga does not co",Action,"First, if any ULGA does not comply with the minimum access conditions, its score on DLI 2 and 3 will be zero.",Mitigation,0.55,0.25,0.33,P_030
